state,token,bearers,transmitted,modal_position
bihar,rakesh,204566,0.001417635384179189,last
bihar,dinesh,204020,0.0006028820703852563,first
bihar,bhagat,203438,0.9515577227459964,last
bihar,suresh,202138,0.0006332307631420119,first
bihar,tiwari,198793,0.970381250848873,last
bihar,sada,196033,0.9669749480954737,last
bihar,poonam,195817,8.681575144139682e-05,first
bihar,munni,195294,0.0010496994275297755,last
bihar,rubi,194873,8.723630261760223e-05,first
bihar,pramod,194178,0.0005407409696258072,first
bihar,deepak,192383,0.0009148417479714943,last
bihar,kishor,192137,0.027563665509506237,last
bihar,surendra,191576,0.0008090783814256483,first
bihar,urmila,190036,6.84080910985287e-05,first
bihar,sima,186912,0.00011770244821092278,first
bihar,mian,185888,0.8806700809089344,last
bihar,dev,182537,0.06893396955137862,last
bihar,husain,182236,0.17610131916855068,last
bihar,jitendra,179519,0.00037321954779159864,first
bihar,shobha,178787,0.00013983119578045384,first
bihar,arun,176674,0.0019980302704416045,last
bihar,indu,172349,0.00022048285745783266,first
bihar,savita,171499,0.0001690971959020169,last
bihar,rajendra,169693,0.0007543033595964477,first
bihar,pankaj,167355,0.0017029667473335126,last
bihar,dilip,167110,0.00048471066961881397,first
bihar,meera,164825,6.673744880934324e-05,first
bihar,priyanka,162779,7.986288157563322e-05,first
bihar,sanju,160852,0.00021759132618804863,first
bihar,suman,159803,0.010976014217505303,last
bihar,munna,159319,0.0005711810895122364,first
bihar,rinku,157046,0.00026107000496669765,first
bihar,ramesh,155432,0.0007334397035359514,first
bihar,sushila,154798,9.69004767503456e-05,first
bihar,nirmala,154613,6.467761443086933e-05,first
bihar,pooja,153828,0.00022752684816808384,first
bihar,ranju,153430,0.0001368702339829238,first
bihar,sumitra,150581,3.9845664459659585e-05,first
bihar,neelam,148996,0.00014765497060323767,first
bihar,arvind,148208,0.0007084637806326244,first
bihar,aarti,146185,0.00015049423675479701,first
bihar,kanchan,145842,0.00044568779912508057,first
bihar,chandra,145105,0.05008786740636091,middle
bihar,punam,143190,0.00011173964662336756,first
bihar,pappu,142647,0.00022432998941442861,first
bihar,gudiya,139234,0.00020110030595975122,last
bihar,shambhu,138872,0.0006048735526239991,first
bihar,amit,138421,0.0005707226504648861,first
bihar,daivi,138228,3.617212142257719e-05,last
bihar,lakshmi,137943,0.0013556323988893964,first
bihar,malti,136765,2.1935436697985596e-05,first
bihar,rahul,136702,0.0005266930988573685,first
bihar,rajiv,136622,0.0007246270732385706,first
bihar,shyam,134743,0.0029760358608610466,first
bihar,mohan,134422,0.01686479891684397,middle
bihar,pavan,134402,0.0008928438564902308,first
bihar,baby,132008,0.00012878007393491304,last
bihar,mahendra,129509,0.0008261974071300064,first
bihar,parvati,129000,5.426356589147287e-05,first
bihar,sheela,128326,5.4548571606689214e-05,first
bihar,virendra,128232,0.0005146921205315365,first
bihar,bharti,127547,0.18781311986953828,last
bihar,manish,127417,0.0006278597047489738,first
bihar,naresh,125824,0.0008980798575788403,first
bihar,ravi,124678,0.017188277001556007,middle
bihar,sonu,121652,0.0003288067602669911,first
bihar,jay,120426,0.006360752661385415,first
bihar,arjun,120219,0.0005822706893253147,first
bihar,kanti,119740,0.0016368799064640054,last
bihar,rajak,117389,0.8634113928903049,last
bihar,mahesh,117006,0.0007777378937832248,first
bihar,savitri,116612,3.430178712310911e-05,first
bihar,raut,116456,0.9599677131277049,last
bihar,saroj,114959,0.0010264529092980975,first
bihar,pramila,114304,0.00010498320268756998,first
bihar,neetu,113942,0.00012286953011181128,first
bihar,chauhan,113756,0.8772899890994761,last
bihar,ku,112898,0.03411043596875055,middle
bihar,pushpa,112845,4.430856484558465e-05,first
bihar,kavita,112143,4.4585930463782846e-05,first
bihar,abdul,110772,0.14891849925974074,first
bihar,saraswati,110738,0.00136357889793928,last
bihar,sunaina,109763,4.5552690797445403e-05,first
bihar,nath,109381,0.07046927711394117,middle
bihar,lalan,108729,0.00048745045020187806,first
bihar,varma,107928,0.5456415388036469,last
bihar,yogendra,107048,0.0004297137732605934,first
bihar,radha,106877,0.00030876615174452876,first
bihar,mistri,106840,0.9587420441782104,last
bihar,babu,106298,0.004910722685281002,middle
bihar,shri,106117,0.06391058925525599,first
bihar,haq,104840,0.17065051507058374,last
bihar,baitha,104189,0.9612243135071841,last
bihar,ganesh,103786,0.05046923477154915,last
bihar,pradeep,103133,0.00080478605296074,first
bihar,bhola,102528,0.000653480024968789,first
bihar,rajoo,102085,0.0007052946074349807,first
bihar,anju,101347,9.867090293743278e-05,first
bihar,rishi,101232,0.8480223644697329,last
bihar,sanjeev,101071,0.0006233241978411216,first
bihar,kaushalya,100125,5.99250936329588e-05,first
bihar,chinta,100019,7.998480288745139e-05,first
bihar,vikash,99206,0.0004737616676410701,first
bihar,raushan,99102,0.0021291194930475672,last
bihar,sudhir,99006,0.000646425469163485,first
bihar,ara,97196,0.0010185604345857855,last
bihar,rinki,96489,0.00010363875674947404,first
bihar,taanti,95658,0.9562503920215769,last
bihar,gayatri,94712,5.279162091392854e-05,first
bihar,parveen,94608,0.0011838322340605445,last
bihar,kamalesh,94226,0.00042451128138730286,first
bihar,kalaavati,93054,4.298579319534894e-05,first
bihar,ravinder,92949,0.0006670324586601254,first
bihar,akhtar,92811,0.0944176875585868,last
bihar,ravidas,92782,0.8752883102325882,last
bihar,vikas,92186,0.000715943852645738,first
bihar,patel,91129,0.6045495945308299,last
bihar,raja,91017,0.030269070613182153,last
bihar,mehta,90498,0.8873787266016928,last
bihar,pande,90420,0.9103738111037382,last
bihar,jyoti,90383,0.0019362048172775854,last
bihar,sharada,89978,0.0019782613527751227,last
bihar,anand,89845,0.026033724748177417,last
bihar,sanjeet,89521,0.00048033422325487874,first
bihar,upendra,88469,0.00042952898755496276,first
bihar,vibha,88033,9.087501277929867e-05,first
bihar,rahman,86979,0.17935363708481358,last
bihar,vinay,86699,0.0011072792073726341,last
bihar,nand,85309,0.012823969335005686,middle
bihar,gopal,85231,0.0024990907064331054,last
bihar,kundan,85082,0.0007287087750640558,first
bihar,akhilesh,85066,0.00039968965274022526,first
bihar,chanda,84925,0.0012599352369738004,last
bihar,rishidev,84362,0.9206396244754748,last
bihar,bablu,84040,0.0003688719657306045,first
bihar,tara,83635,0.0004543552340527291,last
bihar,pratima,83580,3.5893754486719313e-05,first
bihar,shravan,83226,0.0005887583207170836,first
bihar,avadhesh,82934,0.0005305423589842525,first
bihar,veena,82863,0.0002534303609572427,last
bihar,janki,82646,0.00032669457687002396,first
bihar,kunti,81997,4.8782272522165446e-05,first
bihar,subodh,81970,0.0005367817494205197,first
bihar,pintu,81142,0.00028345369845456114,first
bihar,mala,80696,0.0003593734509765044,middle
bihar,tetri,80385,0.00012440131865397772,first
bihar,abhishek,80338,0.0005725808459259628,first
bihar,vimala,79567,6.284012216119749e-05,first
bihar,archana,79092,6.321751883882061e-05,first
bihar,shakuntala,78604,5.088799552185639e-05,first
bihar,mithlesh,78118,0.0004352389974141683,first
bihar,giri,78052,0.9609747347921899,last
bihar,sujit,77799,0.0005784136042879728,first
bihar,uma,77782,0.0008742382556375511,first
bihar,preeti,75702,0.0001320969062904547,first
bihar,bano,75392,0.000888688455008489,last
bihar,madan,75243,0.0011961245564371436,last
bihar,ajeet,74586,0.00044244228139329097,first
bihar,nesha,74088,0.0010528020732102365,last
bihar,dharmendra,74017,0.00020265614656092519,first
bihar,sudha,73955,0.00016226083429112298,first
bihar,sahu,73661,0.8948018625867148,last
bihar,rajkumar,73343,0.0004499406896363661,first
bihar,leela,72929,5.4847865732424685e-05,first
bihar,sudama,72626,0.0004681519015228706,first
bihar,sulekha,72020,0.00015273535129130798,first
bihar,shah,71603,0.6861025376031731,last
bihar,rohit,71475,0.0005876180482686254,first
bihar,kailash,71371,0.0007425985344187415,first
bihar,khushboo,71019,0.000267534040186429,first
bihar,jagdish,70586,0.0008216926869350862,first
bihar,subhash,70243,0.000583688054325698,first
bihar,dulari,70086,0.0001141454784122364,first
bihar,heera,69841,0.0013602325281711317,first
bihar,jahan,69798,0.0012607811112066247,last
bihar,gautam,69471,0.01091102762303695,last
bihar,lakshman,69058,0.0004633786092849489,middle
bihar,surya,68910,0.0015382382818168625,first
bihar,kunwar,68733,0.16395326844456085,last
bihar,pasad,68322,0.27411375545212374,last
bihar,shekh,67616,0.6757867960246096,first
bihar,uday,67152,0.0008339289969025494,last
bihar,shrivastav,67050,0.5262043251304996,last
bihar,champa,66822,2.9930262488402023e-05,last
bihar,muni,66351,0.2283462193486157,last
bihar,bhushan,66031,0.028865229967742424,last
bihar,ramchandra,65942,0.000667253040550787,first
bihar,neeraj,65670,0.00126389523374448,last
bihar,radhika,65576,7.6247407588142e-05,first
bihar,kamla,65216,0.0006593473994111874,first
bihar,neha,65193,0.00010737349101897443,first
bihar,raju,65163,0.0005678068842748185,first
bihar,pathak,64944,0.9688654841093866,last
bihar,maya,64698,0.001360165692911682,last
bihar,sona,64505,0.00035656150685993334,first
bihar,vipin,64480,0.0003411910669975186,first
bihar,nandan,63828,0.020382904054646864,middle
bihar,harendra,63506,0.0005038893962775171,first
bihar,shashi,63308,0.0031117710241991533,first
bihar,kamat,63215,0.9703076801392074,last
bihar,sushil,62621,0.0010858977020488335,last
bihar,bharat,62620,0.001261577770680294,last
bihar,mithilesh,62006,0.0004999516175853949,first
bihar,miyan,60991,0.7898050532045712,last
bihar,hari,60658,0.021431633090441493,last
bihar,madhu,59797,0.0018562804154054551,last
bihar,khusbu,59430,1.6826518593303047e-05,first
bihar,prmeela,59426,3.3655302392892e-05,first
bihar,pal,58621,0.7982975384247966,last
bihar,puja,58041,5.168760014472528e-05,first
bihar,dube,56156,0.9501567063181138,last
bihar,si,56076,0.5114665810685498,last
bihar,sandeep,55948,0.0005719596768427826,first
bihar,hasan,55671,0.1990084604192488,last
bihar,rupa,55583,0.00010794667434287462,first
bihar,kanhaiya,55282,0.0005426721175066025,first
bihar,navin,55274,0.001754893801787459,last
bihar,gauri,54876,0.0020227421823748085,last
bihar,ramji,54655,0.000713566919769463,first
bihar,kant,54607,0.04470122878019302,middle
bihar,kusum,54320,0.0003681885125184094,last
bihar,sushma,54011,0.0001296032289718761,first
bihar,rajvanshi,53871,0.8341036921534778,last
bihar,manorama,53755,0.00011161752395126035,last
bihar,prabha,53598,0.0003544908392104183,last
bihar,sikandar,53449,0.0014406256431364478,last
bihar,ravindra,53155,0.00050794845263851,first
bihar,kajal,52959,9.441265884929851e-05,first
bihar,satish,52916,0.0006992214075137955,first
bihar,priya,52733,0.0020859803159312008,last
bihar,prabhavatee,52409,1.908069224751474e-05,first
bihar,shabnam,52007,0.00026919453150537427,first
bihar,chaupal,51907,0.9024986995973568,last
bihar,fatima,51709,0.000754220735268522,last
bihar,gulshan,51691,0.0002514944574490724,first
bihar,mochi,51566,0.9474847767909087,last
bihar,anvar,50725,0.051749630359783146,last
bihar,rajkumari,50626,7.90107849721487e-05,first
bihar,lalbabu,50534,0.0003957731428345272,first
bihar,bihari,50364,0.02249622746406163,last
bihar,manisha,50005,0.00019998000199980003,first
bihar,sundar,49962,0.0018413994635923302,middle
bihar,ashish,49936,0.0010413329061198333,last
bihar,kamal,49805,0.022327075594819796,last
bihar,anjali,49732,0.0001809699991956889,first
bihar,vishwanath,49665,0.0010268800966475385,last
bihar,afsana,49662,0.0003020418025854778,first
bihar,phul,49577,0.0008875083203905037,first
bihar,amarjeet,49525,0.00030287733467945484,first
bihar,jeetendra,49230,0.0004265691651432054,first
bihar,dheeraj,48896,0.0010839332460732985,last
bihar,ganga,48668,0.0010890112599654803,first
bihar,kari,48515,0.0011336699989693908,first
bihar,chaurasiya,48443,0.6996676506409595,last
bihar,dharmandar,47942,0.00010429268699678778,first
bihar,naseema,47883,0.00018795814798571519,first
bihar,nutan,47873,8.35544043615399e-05,first
bihar,niranj,47672,0.001321530458130559,last
bihar,madhuri,47605,0.0012813780065119211,last
bihar,kameshwar,47508,0.0006735707670287109,first
bihar,kushwaha,47180,0.5064222128020348,last
bihar,naagendr,46796,0.000512864347380118,first
bihar,lalti,46776,8.551393877201984e-05,first
bihar,govind,46402,0.001745614413171846,middle
bihar,bahadur,46354,0.03179876601803512,last
bihar,devanti,46057,4.342445230909525e-05,first
bihar,bind,45929,0.853121121731368,last
bihar,amar,45541,0.001580992951406425,last
bihar,chand,45523,0.03341168200689761,last
bihar,basanti,45108,2.2169016582424403e-05,first
bihar,girja,45089,0.0003326753753687152,first
bihar,rameshwar,44729,0.0009613449887097856,first
bihar,firoj,44620,0.006297624383684446,last
bihar,devendra,44550,0.0006060606060606061,middle
bihar,upendr,44134,0.00036253228803190284,middle
bihar,sandhya,43750,0.00013714285714285713,first
bihar,sitaram,43658,0.0004581061890146136,first
bihar,prem,43636,0.002268768906407553,first
bihar,rajan,43446,0.0033144593288219858,last
bihar,suraj,43305,0.0007620367163145134,first
bihar,chandani,43266,0.0002542412055655711,first
bihar,noor,43016,0.014715454714524828,first
bihar,prabhu,42878,0.0008629133821540184,first
bihar,vivek,42815,0.0008875394137568609,first
bihar,rehana,42647,0.0002813796984547565,first
bihar,najma,42499,0.00011764982705475423,first
bihar,vind,42490,0.8577312308778536,last
bihar,binod,42334,0.0007322719327254689,first
bihar,kishori,42251,0.0009230550756195119,first
bihar,shailendra,42151,0.0008066238048919361,last
bihar,sadaay,42034,0.9669315316172622,last
bihar,nagina,41997,0.0007143367383384528,first
bihar,sagar,41415,0.014246046118556078,last
bihar,shail,41386,0.00028995312424491375,last
bihar,shivji,41366,0.0003384421989073152,first
bihar,chandeshwar,41346,0.00043535045711797995,first
bihar,chandravati,41272,0.00014537701104865285,first
bihar,mantu,41215,0.00029115613247604027,first
bihar,bhagwan,41160,0.0007288629737609329,first
bihar,gyanti,41051,0.0,none
bihar,durga,41037,0.0002924190364792748,first
bihar,ramdev,40783,0.0005149204325331633,first
bihar,ranjana,40781,0.00017164856183026408,first
bihar,nasim,40774,0.022048364153627313,last
bihar,rima,40708,0.0,none
bihar,amrita,40677,4.9167834402733734e-05,first
bihar,shahnaz,40317,0.0004216583575166803,first
bihar,birendra,40010,0.0005998500374906273,middle
bihar,rama,39936,0.003180088141025641,first
bihar,azad,39917,0.030237743317383572,last
bihar,alok,39669,0.003226700950364264,last
bihar,pravesh,39451,0.0006843932980152594,middle
bihar,vimal,39405,0.0028676563887831494,last
bihar,hasina,39330,0.0001271294177472667,first
bihar,rinkri,39169,2.5530393933978402e-05,first
bihar,sumit,39154,0.00045972314450630844,first
bihar,punita,39119,7.668907691914415e-05,first
bihar,sabita,39106,0.00012785761775686594,first
bihar,avinash,38788,0.0008765597607507476,last
bihar,lakhan,38558,0.0008558535193734115,first
bihar,shabana,38423,0.00020820862504229237,first
bihar,sonia,38389,2.6049128656646437e-05,last
bihar,fulo,38372,0.0004169707078077765,first
bihar,vakeel,38354,0.0016425926891588882,last
bihar,roshan,38342,0.001330134056648062,last
bihar,vivi,38233,0.0005492637250542725,first
bihar,dhananjay,38134,0.000498243037709131,first
bihar,jaiswal,38111,0.5624098029440319,last
bihar,satyendra,38098,0.0004724657462333981,first
bihar,uddin,37748,0.22083289180883756,last
bihar,upadhyay,37713,0.9586349534643226,last
bihar,bina,37700,0.0023607427055702917,last
bihar,uraprameela,37647,0.0,none
bihar,rambha,37374,0.00010702627495050034,first
bihar,reshma,37194,0.00024197451201806743,first
bihar,nibha,36960,5.411255411255411e-05,last
bihar,chandrakala,36933,5.415211328622099e-05,first
bihar,abhay,36930,0.0012185215272136475,last
bihar,naval,36881,0.0014099400775467042,last
bihar,bindu,36845,0.0011399104356086308,last
bihar,ajit,36821,0.0006518019608375656,first
bihar,tunatun,36759,0.00032645066514323026,first
bihar,putul,36690,0.00010902153175252112,first
bihar,rajni,36466,0.00041134207206713105,first
bihar,rajia,36421,5.491337415227479e-05,first
bihar,lalit,36122,0.0009135706771496595,last
bihar,naushad,36078,0.006014745828482732,last
bihar,moti,35895,0.0013093745647026049,first
bihar,ramavati,35872,0.0,none
bihar,rawat,35860,0.9138594534300056,last
bihar,vinda,35794,0.00365983125663519,last
bihar,dasharath,35694,0.0005323023477335127,middle
bihar,nitesh,35664,0.0003084342754598475,first
bihar,lalmuni,35651,0.00014024852037811,first
bihar,guddu,35536,0.0004221071589374156,first
bihar,vikram,35526,0.0023363170635590834,middle
bihar,leelavati,35138,2.845921794069099e-05,first
bihar,chun,35056,0.00034230944774075767,middle
bihar,gaurav,35016,0.0058544665295864745,last
bihar,ritesh,35013,0.0005712164053351612,first
bihar,satyandra,34701,0.000144088066626322,first
bihar,anjani,34677,0.001009314531245494,first
bihar,rupesh,34319,0.00043707567236807597,last
bihar,ramashish,34281,0.00014585338817420728,first
bihar,mani,34169,0.024905616201820364,middle
bihar,saurabh,34063,0.002612805683586296,last
bihar,vishwas,34057,0.8650791320433391,last
bihar,rampravesh,34038,0.0006463364474998531,first
bihar,ful,33811,0.0007394043358670255,first
bihar,saty,33666,0.001663399275233173,first
bihar,kala,33456,0.0002690100430416069,middle
bihar,runa,33409,0.0001197282169475291,first
bihar,yashoda,33352,8.994962820820341e-05,first
bihar,miya,33248,0.7350216554379211,last
bihar,ramanand,33196,0.0006928545607904567,middle
bihar,shivshankar,33123,0.0006038100413609879,middle
bihar,kapil,32803,0.0007011553821296832,first
bihar,rajkishor,32776,0.0003356114229924335,first
bihar,ritu,32740,0.00030543677458766036,first
bihar,aslam,32645,0.013018839025884516,last
bihar,ragini,32597,6.13553394484155e-05,last
bihar,javed,32516,0.03493664657399434,last
bihar,chandrika,32500,0.0003692307692307692,first
bihar,dharmshila,32480,3.0788177339901475e-05,first
bihar,juli,32391,0.00021610941310857954,first
bihar,reshmi,32387,0.000247012690276963,last
bihar,om,32372,0.0008031632274805387,first
bihar,majhi,32304,0.8051324913323428,last
bihar,ratan,32271,0.003935421895819777,last
bihar,shamim,32259,0.03143308844043523,last
bihar,shweta,32190,0.00015532774153463808,first
bihar,kalpana,32128,3.112549800796813e-05,last
bihar,mangal,32116,0.0013700336280981441,last
bihar,nilam,32047,6.240833775392393e-05,middle
bihar,niteesh,31847,0.0002826011869249851,first
bihar,kuvar,31826,0.0791177025073839,last
bihar,anjum,31822,0.017095091446169317,last
bihar,aum,31625,0.0006640316205533597,last
bihar,rajeshwar,31261,0.0005438085793800583,first
bihar,jameela,31247,0.0002240215060645822,first
bihar,mithun,30900,0.0001941747572815534,first
bihar,lalo,30808,0.00022721371072448714,first
bihar,shekhar,30785,0.037843105408478156,last
bihar,nadaf,30724,0.8686694440828017,last
bihar,indra,30645,0.0014357970305106868,first
bihar,narendra,30604,0.001503071493922363,middle
bihar,chaube,30466,0.8918794721985164,last
bihar,siya,30465,0.001444280321680617,first
bihar,rajo,30450,0.00019704433497536947,first
bihar,sardar,30432,0.9243888012618297,last
bihar,sundari,30347,9.885655913269845e-05,first
bihar,chotelal,30226,0.00019850459868986966,first
bihar,vishwakarma,30179,0.5832201199509592,last
bihar,salma,30108,0.00019928258270227183,first
bihar,ramanath,30031,0.00076587526222903,middle
bihar,bacchi,29976,0.0,none
bihar,murali,29951,0.0042402590898467495,last
bihar,aman,29910,0.003343363423604146,last
bihar,satyanarayan,29722,0.0004710315591144607,last
bihar,hareram,29667,0.0004381973236255772,middle
bihar,gulab,29592,0.001250337929170046,first
bihar,kaushal,29423,0.007749039866770894,last
bihar,keshari,29345,0.586743908672687,last
bihar,nitu,29225,6.843455945252352e-05,first
bihar,safi,29197,0.7549405760865843,last
bihar,gulam,29158,0.04962617463474861,first
bihar,brajesh,29005,0.0010687812446129978,first
bihar,sameena,28935,6.912044237083117e-05,first
bihar,shatrudhan,28930,0.0003110957483581058,first
bihar,anuj,28899,0.0007958752898024153,last
bihar,sakina,28684,0.00013945056477478735,first
bihar,poddar,28563,0.901726009172706,last
bihar,vindu,28417,0.0006686138579019601,last
bihar,musahar,28407,0.909881367268631,last
bihar,naz,28382,0.0017969135367486436,last
bihar,raman,28262,0.028554242445686787,last
bihar,chandar,28203,0.00971527851646988,middle
bihar,shyama,28157,0.00039066661931313703,first
bihar,sanoj,28104,0.0003202391118701964,first
bihar,shailesh,28096,0.0012457289293849659,last
bihar,jayprakash,28072,0.00039184952978056425,first
bihar,sonam,28056,0.000106928999144568,last
bihar,mumtaj,27952,0.010696908986834574,last
bihar,anshu,27880,0.0005738880918220947,first
bihar,vishal,27853,0.0014361110113811798,last
bihar,amaresh,27825,0.0005390835579514825,first
bihar,kalam,27816,0.010533505895887259,last
bihar,jareena,27774,3.600489666594657e-05,first
bihar,rati,27608,0.000325992465951898,middle
bihar,chhotu,27601,0.0002898445708488823,first
bihar,vijendra,27550,0.0003629764065335753,first
bihar,manti,27505,0.00018178512997636792,first
bihar,yasmin,27480,0.00040029112081513827,last
bihar,amarendra,27373,0.0005479852409308443,first
bihar,jawahar,27358,0.000731047591198187,first
bihar,prabhat,27356,0.007311010381634742,last
bihar,dukhni,27019,3.7010992264702614e-05,first
bihar,nathuni,27013,0.0006293266205160479,middle
bihar,tabassum,26821,0.000782968569404571,last
bihar,akbar,26737,0.010659385869768485,last
bihar,ojha,26728,0.8452933253516911,last
bihar,bhuiyan,26702,0.7735375627293836,last
bihar,aditya,26683,0.0026608702169920923,last
bihar,imran,26428,0.005827153019524746,last
bihar,ji,26325,0.022260208926875594,middle
bihar,irfan,26319,0.007979026558759832,last
bihar,fulkumari,26138,3.8258474252046826e-05,first
bihar,gunjan,26102,0.001494138380200751,first
bihar,karu,26034,0.000576169624337405,first
bihar,chhote,26022,0.0004611482591653217,first
bihar,khaatoon,25793,0.001318187105028496,last
bihar,vineeta,25783,0.00015514098436954582,last
bihar,chandrashekhar,25780,0.0008921644685802948,last
bihar,vegam,25725,0.0005053449951409135,last
bihar,pratap,25660,0.05740452065471551,middle
bihar,devki,25597,0.00035160370355901083,first
bihar,kedar,25531,0.0013317143864321804,middle
bihar,debi,25502,0.0024311818680887772,last
bihar,salim,25486,0.01353684375735698,last
bihar,mahmad,25484,0.18658766284727674,first
bihar,manohar,25467,0.0028271881258098716,last
bihar,baleshwar,25465,0.0009424700569408993,middle
bihar,goswami,25409,0.9165649966547287,last
bihar,sugiya,25372,0.0,none
bihar,rizwan,25259,0.012114493843778456,last
bihar,rupam,25158,0.00023849272597185786,first
bihar,imam,25105,0.2036247759410476,last
bihar,vati,24956,0.00032056419297964416,last
bihar,prashant,24936,0.0018447224895733077,last
bihar,vilas,24890,0.0007231820008035356,middle
bihar,rajneesh,24872,0.0006834995175297523,last
bihar,shrimati,24804,0.0006853733268827608,first
bihar,god,24695,0.8636971046770602,last
bihar,muhammad,24659,0.27304432458737177,first
bihar,vandana,24485,0.00016336532570961814,last
bihar,indradev,24401,0.0006966927584935044,middle
bihar,sapna,24318,4.112180277983387e-05,first
bihar,husen,24308,0.11021063024518676,last
bihar,shila,24289,0.00016468360163036764,first
bihar,muniya,24195,0.00016532341392849761,last
bihar,sultana,24105,0.008504459655673096,last
bihar,vishnu,24072,0.0018693918245264206,last
bihar,nageshwar,24030,0.0006658343736995423,first
bihar,rakhi,23900,0.00016736401673640169,first
bihar,aashutosh,23838,0.00041949828005705174,last
bihar,anandi,23816,0.0006718172657037286,first
bihar,ankit,23816,0.00037789721195834733,first
bihar,ramakant,23808,0.0008400537634408602,first
bihar,murmoo,23804,0.6046882876827424,last
bihar,rajdev,23799,0.0016387243161477374,last
bihar,kamli,23661,0.00046490004649000463,last
bihar,haider,23533,0.09841499171376365,last
bihar,afroz,23529,0.008755153215181265,last
bihar,rina,23526,0.00017002465357476835,first
bihar,asgar,23524,0.011690188743410984,last
bihar,shivnath,23506,0.0005530502850336084,middle
bihar,bheem,23505,0.0005105296745373325,first
bihar,jayaram,23468,0.0005965570138060337,first
bihar,brahmadev,23370,0.00029952931108258454,first
bihar,soren,23323,0.6269347854049651,last
bihar,gajendra,23212,0.0006462174737204894,first
bihar,uttam,23150,0.0007775377969762419,last
bihar,harijan,23097,0.8951811923626445,last
bihar,ameet,23016,0.00043448036148766077,first
bihar,nirmal,22948,0.0041397943175875895,last
