state,token,bearers,transmitted,modal_position
uttar_pradesh,manmohan,5417,0.0020306442680450435,first
uttar_pradesh,pitam,5415,0.0007386888273314866,first
uttar_pradesh,baksh,5409,0.11647254575707154,last
uttar_pradesh,sonal,5402,0.0016660496112550908,last
uttar_pradesh,khandelwal,5401,0.21699685243473432,last
uttar_pradesh,sakila,5394,0.0001853911753800519,first
uttar_pradesh,kanannaujiya,5393,0.037085110328203226,last
uttar_pradesh,arbind,5390,0.0009276437847866419,first
uttar_pradesh,umirla,5387,0.0,none
uttar_pradesh,suleman,5367,0.016396497111980622,last
uttar_pradesh,subhan,5365,0.011929170549860205,last
uttar_pradesh,pammi,5364,0.00018642803877703205,last
uttar_pradesh,vidyavati,5358,0.0001866368047779022,first
uttar_pradesh,rajak,5358,0.33575961179544606,last
uttar_pradesh,nida,5357,0.00037334328915437746,first
uttar_pradesh,harishchandra,5353,0.0014944890715486642,last
uttar_pradesh,rohitash,5342,0.0011231748408835642,first
uttar_pradesh,ranadhir,5328,0.0005630630630630631,first
uttar_pradesh,binod,5326,0.0007510326699211416,first
uttar_pradesh,jiyavan,5325,0.0005633802816901409,last
uttar_pradesh,raghuraj,5322,0.000751597143930853,last
uttar_pradesh,vipan,5318,0.0,none
uttar_pradesh,saheb,5317,0.006206507429001316,last
uttar_pradesh,vinita,5316,0.00018811136192626034,first
uttar_pradesh,nigaar,5307,0.000942151874882231,last
uttar_pradesh,taukir,5306,0.015077271013946476,last
uttar_pradesh,kismat,5305,0.0005655042412818096,first
uttar_pradesh,sirohi,5283,0.2432330115464698,last
uttar_pradesh,sajjan,5277,0.0009475080538184574,last
uttar_pradesh,harjeet,5275,0.0036018957345971565,first
uttar_pradesh,nanki,5271,0.0,none
uttar_pradesh,rookhsaar,5270,0.0007590132827324478,last
uttar_pradesh,tushar,5269,0.001708104004554944,first
uttar_pradesh,rajeshwar,5246,0.001143728555089592,first
uttar_pradesh,param,5237,0.0019094901661256445,first
uttar_pradesh,parashar,5223,0.3038483630097645,last
uttar_pradesh,sameeran,5222,0.0007659900421294523,first
uttar_pradesh,sonali,5218,0.0013415101571483327,first
uttar_pradesh,daal,5208,0.0013440860215053765,last
uttar_pradesh,sahani,5206,0.2894736842105263,last
uttar_pradesh,vishnoi,5202,0.20222991157247214,last
uttar_pradesh,jubeda,5185,0.0,none
uttar_pradesh,mahammad,5181,0.10229685388921057,first
uttar_pradesh,gupt,5175,0.29391304347826086,last
uttar_pradesh,premvati,5171,0.0,none
uttar_pradesh,rajeev,5170,0.0,none
uttar_pradesh,shuaib,5170,0.017601547388781433,last
uttar_pradesh,daulat,5164,0.0038729666924864447,last
uttar_pradesh,dharma,5163,0.001936858415649816,last
uttar_pradesh,surbhi,5161,0.00019376089905057158,last
uttar_pradesh,nayan,5160,0.005426356589147287,last
uttar_pradesh,karam,5152,0.00562888198757764,middle
uttar_pradesh,jitu,5146,0.000777302759424796,first
uttar_pradesh,hemanta,5145,0.00038872691933916425,first
uttar_pradesh,udit,5139,0.0001945903872348706,last
uttar_pradesh,manvir,5133,0.0005844535359438924,first
uttar_pradesh,shahar,5123,0.0009759906304899473,first
uttar_pradesh,vishambar,5115,0.00039100684261974585,first
uttar_pradesh,akhil,5105,0.0015670910871694416,last
uttar_pradesh,imam,5105,0.06366307541625857,last
uttar_pradesh,hasrat,5098,0.004707728520988623,last
uttar_pradesh,mehra,5095,0.5297350343473994,last
uttar_pradesh,karishma,5091,0.0,none
uttar_pradesh,barnwal,5089,0.2077028885832187,last
uttar_pradesh,sajjad,5088,0.02358490566037736,last
uttar_pradesh,ranu,5086,0.0007864726700747149,middle
uttar_pradesh,ajmal,5082,0.02066115702479339,last
uttar_pradesh,sindhu,5078,0.02067743205986609,last
uttar_pradesh,munnu,5075,0.001379310344827586,first
uttar_pradesh,faiyaz,5071,0.013015184381778741,last
uttar_pradesh,bachcha,5069,0.0005918327086210298,first
uttar_pradesh,shriram,5064,0.007503949447077409,first
uttar_pradesh,ajit,5063,0.0045427612087695045,last
uttar_pradesh,raksha,5059,0.0009883376161296698,middle
uttar_pradesh,hridaya,5056,0.0,none
uttar_pradesh,umashankar,5051,0.0027717283706196793,first
uttar_pradesh,abhimanyu,5050,0.0007920792079207921,middle
uttar_pradesh,varshi,5043,0.18778504858219314,last
uttar_pradesh,kori,5030,0.36560636182902584,last
uttar_pradesh,dwarika,5025,0.0001990049751243781,middle
uttar_pradesh,julekha,5021,0.00019916351324437363,first
uttar_pradesh,vamatra,5016,0.00039872408293460925,last
uttar_pradesh,hitesh,5014,0.0007977662544874351,middle
uttar_pradesh,ketaki,5012,0.00019952114924181964,first
uttar_pradesh,photo,5011,0.0,none
uttar_pradesh,subhadra,4998,0.0,none
uttar_pradesh,amarnath,4990,0.003006012024048096,last
uttar_pradesh,harishankar,4989,0.0028061735818801364,first
uttar_pradesh,vermi,4988,0.011026463512429831,last
uttar_pradesh,buddhi,4986,0.0014039310068190934,middle
uttar_pradesh,shayada,4980,0.0006024096385542169,first
uttar_pradesh,satyavati,4979,0.0008033741715203856,last
uttar_pradesh,anubhav,4976,0.0006028938906752412,first
uttar_pradesh,ashwini,4975,0.0004020100502512563,last
uttar_pradesh,jaitun,4973,0.00020108586366378444,first
uttar_pradesh,sonika,4972,0.00020112630732099757,first
uttar_pradesh,sukhadev,4971,0.0024140012070006035,middle
uttar_pradesh,megh,4970,0.00020120724346076458,middle
uttar_pradesh,munisha,4969,0.0002012477359629704,first
uttar_pradesh,barkat,4960,0.005846774193548387,last
uttar_pradesh,nema,4957,0.0032277587250353038,last
uttar_pradesh,kanya,4957,0.0,none
uttar_pradesh,girdhari,4950,0.0026262626262626263,last
uttar_pradesh,deshraaj,4940,0.0010121457489878543,first
uttar_pradesh,digvijay,4934,0.00040535062829347385,middle
uttar_pradesh,vinesh,4933,0.000608149199270221,first
uttar_pradesh,chamela,4930,0.00020283975659229209,first
uttar_pradesh,utkarsh,4929,0.0004057618178129438,middle
uttar_pradesh,chawla,4922,0.4463632669646485,last
uttar_pradesh,meen,4920,0.0014227642276422765,last
uttar_pradesh,najra,4905,0.00020387359836901122,first
uttar_pradesh,teekam,4904,0.0,none
uttar_pradesh,ruhi,4900,0.0,none
uttar_pradesh,ahirwar,4893,0.23564275495605969,last
uttar_pradesh,rahla,4893,0.00020437359493153485,last
uttar_pradesh,badhri,4891,0.0012267429973420569,last
uttar_pradesh,tulsa,4885,0.0,none
uttar_pradesh,soran,4882,0.0024580090126997134,last
uttar_pradesh,laung,4881,0.0008195041999590248,middle
uttar_pradesh,balmiki,4873,0.1705315001026062,last
uttar_pradesh,sajda,4868,0.0004108463434675431,first
uttar_pradesh,tribhuvan,4856,0.00041186161449752884,first
uttar_pradesh,tufail,4852,0.01483924154987634,last
uttar_pradesh,sahida,4842,0.0006195786864931846,first
uttar_pradesh,arunkumar,4841,0.0,none
uttar_pradesh,chakravarti,4836,0.3500827129859388,last
uttar_pradesh,ravikant,4830,0.0008281573498964803,first
uttar_pradesh,maruf,4828,0.02112676056338028,last
uttar_pradesh,rauf,4825,0.025906735751295335,last
uttar_pradesh,himaanshu,4820,0.0002074688796680498,first
uttar_pradesh,bhu,4817,0.0014531866306829978,first
uttar_pradesh,cheda,4812,0.0008312551953449709,first
uttar_pradesh,seva,4812,0.0016625103906899418,last
uttar_pradesh,rupali,4808,0.00020798668885191348,first
uttar_pradesh,gani,4806,0.06637536412817312,last
uttar_pradesh,kor,4804,0.005412156536219817,last
uttar_pradesh,maansi,4796,0.0002085070892410342,first
uttar_pradesh,kushal,4793,0.001043187982474442,middle
uttar_pradesh,haji,4791,0.21623878104779795,first
uttar_pradesh,lalji,4787,0.003133486526007938,last
uttar_pradesh,kulsum,4785,0.0002089864158829676,first
uttar_pradesh,shushila,4779,0.0004184975936388366,first
uttar_pradesh,dimple,4778,0.0002092925910422771,first
uttar_pradesh,kamarun,4778,0.0010464629552113854,first
uttar_pradesh,aijaz,4778,0.041021347844286314,last
uttar_pradesh,banu,4777,0.0008373456144023446,last
uttar_pradesh,mohammed,4774,0.07268537913699204,first
uttar_pradesh,shaanu,4772,0.00041911148365465214,last
uttar_pradesh,ibarar,4765,0.001888772298006296,last
uttar_pradesh,ramashankar,4760,0.0031512605042016808,first
uttar_pradesh,thapa,4743,0.5066413662239089,last
uttar_pradesh,chandresh,4742,0.001054407423028258,last
uttar_pradesh,nishi,4742,0.00021088148460565162,first
uttar_pradesh,jadon,4741,0.1117907614427336,last
uttar_pradesh,jamshed,4739,0.023422663009073644,last
uttar_pradesh,rajjak,4732,0.015638207945900255,last
uttar_pradesh,sakakksaina,4731,0.045656309448319596,last
uttar_pradesh,salmaani,4730,0.19069767441860466,last
uttar_pradesh,idrees,4726,0.030681337283114684,last
uttar_pradesh,kalika,4718,0.0019075879610004239,first
uttar_pradesh,dipali,4715,0.0004241781548250265,first
uttar_pradesh,sudhanshu,4705,0.0010626992561105207,last
uttar_pradesh,raghunath,4705,0.004250797024442083,last
uttar_pradesh,girajesh,4704,0.0010629251700680273,first
uttar_pradesh,siddik,4702,0.03636750319013186,last
uttar_pradesh,sudhakar,4701,0.006381620931716656,last
uttar_pradesh,bhartiy,4700,0.09553191489361702,last
uttar_pradesh,prgati,4698,0.00021285653469561516,first
uttar_pradesh,bhikam,4686,0.0004268032437046522,first
uttar_pradesh,kamalavati,4669,0.00021417862497322766,first
uttar_pradesh,menaka,4665,0.00021436227224008573,first
uttar_pradesh,basant,4663,0.0025734505683036673,last
uttar_pradesh,prmeela,4662,0.0002145002145002145,first
uttar_pradesh,patti,4662,0.000858000858000858,last
uttar_pradesh,sajan,4661,0.003861832224844454,last
uttar_pradesh,porwal,4653,0.25188050719965616,last
uttar_pradesh,kesari,4647,0.105229180116204,last
uttar_pradesh,munavvar,4646,0.01334481274214378,last
uttar_pradesh,tejvir,4639,0.0004311273981461522,last
uttar_pradesh,sabira,4635,0.0,none
uttar_pradesh,vindoo,4634,0.0,none
uttar_pradesh,tanu,4632,0.0006476683937823834,first
uttar_pradesh,nausad,4622,0.0017308524448290783,last
uttar_pradesh,brajendra,4618,0.00043308791684711995,last
uttar_pradesh,katori,4616,0.0006499133448873484,last
uttar_pradesh,kaishar,4608,0.001953125,last
uttar_pradesh,belas,4608,0.0006510416666666666,last
uttar_pradesh,batham,4607,0.3425222487518993,last
uttar_pradesh,sudip,4603,0.000651748859439496,middle
uttar_pradesh,bacchi,4595,0.0026115342763873774,first
uttar_pradesh,bani,4592,0.007621951219512195,last
uttar_pradesh,anmol,4588,0.001089799476896251,first
uttar_pradesh,naseeb,4587,0.003706126008284282,first
uttar_pradesh,minakshi,4583,0.0002181976871045167,last
uttar_pradesh,aakib,4582,0.001964207769532955,last
uttar_pradesh,manita,4578,0.0,none
uttar_pradesh,sabra,4575,0.0004371584699453552,last
uttar_pradesh,kamalra,4567,0.0,none
uttar_pradesh,yasoda,4566,0.0,none
uttar_pradesh,alimun,4563,0.00043830813061582295,first
uttar_pradesh,manjesh,4560,0.0002192982456140351,first
uttar_pradesh,khurshida,4546,0.0002199736031676199,first
uttar_pradesh,murli,4543,0.004842615012106538,last
uttar_pradesh,mukherjee,4542,0.4900924702774108,last
uttar_pradesh,apurva,4540,0.0011013215859030838,last
uttar_pradesh,satyapal,4537,0.00044081992506061276,last
uttar_pradesh,mujahid,4537,0.017412387039894204,last
uttar_pradesh,nirbhay,4532,0.005957634598411298,last
uttar_pradesh,maksad,4524,0.015915119363395226,last
uttar_pradesh,adnan,4523,0.010170240990493035,last
uttar_pradesh,nandini,4519,0.0,none
uttar_pradesh,hazari,4519,0.007081212657667626,last
uttar_pradesh,pravendra,4518,0.0,none
uttar_pradesh,abul,4515,0.0380952380952381,first
uttar_pradesh,sahnaaz,4515,0.00022148394241417498,first
uttar_pradesh,sha,4515,0.017940199335548173,last
uttar_pradesh,ravita,4510,0.0004434589800443459,last
uttar_pradesh,masiha,4505,0.604661487236404,last
uttar_pradesh,rainu,4505,0.0,none
uttar_pradesh,vavu,4504,0.015097690941385435,last
uttar_pradesh,riya,4503,0.00022207417277370642,last
uttar_pradesh,atulra,4495,0.0,none
uttar_pradesh,munne,4495,0.0006674082313681868,first
uttar_pradesh,kanak,4494,0.0035603026257231864,last
uttar_pradesh,jai,4494,0.016243880729862038,first
uttar_pradesh,mukash,4480,0.0002232142857142857,first
uttar_pradesh,joohi,4478,0.0,none
uttar_pradesh,nitu,4473,0.000447127207690588,first
uttar_pradesh,deni,4471,0.00022366360993066427,last
uttar_pradesh,dhyaan,4464,0.0006720430107526882,last
uttar_pradesh,dhara,4458,0.01525347689546882,last
uttar_pradesh,kunta,4452,0.0004492362982929021,last
uttar_pradesh,indal,4451,0.0008986744551786115,first
uttar_pradesh,janardan,4441,0.006079711776626886,last
uttar_pradesh,kamran,4441,0.018914658860616978,last
uttar_pradesh,dharmesh,4440,0.002027027027027027,last
uttar_pradesh,vansh,4437,0.0031552851025467656,last
uttar_pradesh,aqbal,4433,0.008120911346717798,last
uttar_pradesh,yashvant,4433,0.0018046469659372885,first
uttar_pradesh,gena,4417,0.0,none
uttar_pradesh,mujaffar,4416,0.016983695652173912,last
uttar_pradesh,ghan,4413,0.0009064128710627691,middle
uttar_pradesh,kaar,4411,0.010881886193606891,last
uttar_pradesh,sufiyan,4404,0.0065849227974568575,last
uttar_pradesh,nawaz,4396,0.027752502274795268,last
uttar_pradesh,bachchan,4394,0.011151570323167955,last
uttar_pradesh,asgari,4392,0.0004553734061930783,first
uttar_pradesh,duvidedee,4387,0.014816503305219967,last
uttar_pradesh,gulfam,4381,0.002054325496461995,last
uttar_pradesh,aniruddh,4372,0.00022872827081427266,first
uttar_pradesh,nanhim,4368,0.0,none
uttar_pradesh,ramanresh,4367,0.0009159606136936112,first
uttar_pradesh,vijaypal,4359,0.0006882312456985547,first
uttar_pradesh,tavassum,4358,0.0004589261128958238,last
uttar_pradesh,sethi,4356,0.6067493112947658,last
uttar_pradesh,kamani,4351,0.0036773155596414617,last
uttar_pradesh,ghosh,4350,0.6832183908045977,last
uttar_pradesh,sharmila,4349,0.0,none
uttar_pradesh,keshar,4347,0.003450655624568668,last
uttar_pradesh,khairun,4345,0.00023014959723820482,first
uttar_pradesh,ran,4340,0.0032258064516129032,last
uttar_pradesh,nuzhat,4337,0.0004611482591653217,first
uttar_pradesh,noorul,4328,0.009704251386321626,first
uttar_pradesh,lochan,4325,0.010635838150289017,last
uttar_pradesh,nikita,4319,0.00023153507756425097,first
uttar_pradesh,guddan,4309,0.0,none
uttar_pradesh,draupadi,4304,0.0,none
uttar_pradesh,anshika,4298,0.0,none
uttar_pradesh,ritika,4298,0.00023266635644485808,first
uttar_pradesh,sipahi,4294,0.0002328830926874709,first
uttar_pradesh,geetam,4281,0.0,none
uttar_pradesh,devaraj,4278,0.0018700327255726976,last
uttar_pradesh,gulaabi,4272,0.0007022471910112359,last
uttar_pradesh,veeri,4271,0.0004682744088035589,last
uttar_pradesh,nanak,4269,0.0028109627547434997,middle
uttar_pradesh,nandni,4269,0.00023424689622862497,first
uttar_pradesh,udal,4263,0.0004691531785127844,first
uttar_pradesh,ratanesh,4261,0.0011734334663224596,first
uttar_pradesh,beche,4258,0.0004697040864255519,first
uttar_pradesh,pata,4257,0.0014094432699083862,last
uttar_pradesh,fer,4256,0.00046992481203007516,last
uttar_pradesh,daoli,4254,0.00023507287259050304,last
uttar_pradesh,khon,4249,0.2760649564603436,last
uttar_pradesh,jafari,4243,0.08178175818995993,last
uttar_pradesh,laayak,4242,0.002828854314002829,last
uttar_pradesh,shishupatra,4234,0.0,none
uttar_pradesh,kush,4226,0.015617605300520587,last
uttar_pradesh,muslim,4222,0.007816200852676456,last
uttar_pradesh,javir,4220,0.0016587677725118483,last
uttar_pradesh,somvati,4218,0.0,none
uttar_pradesh,rahnuma,4208,0.0002376425855513308,last
uttar_pradesh,satnam,4208,0.004039923954372623,first
uttar_pradesh,heena,4204,0.0,none
uttar_pradesh,nagendra,4196,0.00047664442326024784,first
uttar_pradesh,jindal,4195,0.3494636471990465,last
uttar_pradesh,shyamveer,4191,0.0,none
uttar_pradesh,ambarish,4189,0.0016710432084029601,last
uttar_pradesh,nabaab,4189,0.011458582000477441,last
uttar_pradesh,jagannath,4185,0.0052568697729988055,last
uttar_pradesh,magan,4185,0.02939068100358423,last
uttar_pradesh,jayada,4184,0.0,none
uttar_pradesh,baba,4182,0.07388809182209469,first
uttar_pradesh,pandit,4177,0.5654776155135265,last
uttar_pradesh,aashu,4176,0.00023946360153256704,middle
uttar_pradesh,jugal,4163,0.00048042277203939464,first
uttar_pradesh,raikawar,4154,0.37698603755416465,last
uttar_pradesh,dharmaraj,4152,0.0012042389210019267,last
uttar_pradesh,kulshresth,4148,0.20009643201542912,last
uttar_pradesh,jal,4147,0.00024113817217265494,first
uttar_pradesh,vipul,4146,0.000723589001447178,middle
uttar_pradesh,sunitra,4146,0.000241196333815726,middle
uttar_pradesh,firoza,4140,0.0,none
uttar_pradesh,mukund,4140,0.003864734299516908,last
uttar_pradesh,movin,4138,0.007733204446592557,last
uttar_pradesh,gaura,4137,0.0007251631617113851,first
uttar_pradesh,manni,4135,0.0012091898428053204,first
uttar_pradesh,vavita,4128,0.00024224806201550387,first
uttar_pradesh,rishipal,4122,0.001455604075691412,last
uttar_pradesh,kunj,4120,0.004368932038834952,last
uttar_pradesh,shaba,4114,0.0004861448711716091,last
uttar_pradesh,sugreev,4093,0.0009772782799902272,middle
uttar_pradesh,chandrakala,4092,0.0009775171065493646,first
uttar_pradesh,karataar,4091,0.0024443901246638962,first
uttar_pradesh,bobi,4091,0.0014666340747983377,last
uttar_pradesh,shripal,4082,0.0009799118079372856,last
uttar_pradesh,raheesa,4080,0.0004901960784313725,first
uttar_pradesh,rupendra,4070,0.0002457002457002457,first
uttar_pradesh,neel,4063,0.0009844942160964804,first
uttar_pradesh,badam,4062,0.0014771048744460858,last
uttar_pradesh,avaraar,4061,0.009603545924649102,last
uttar_pradesh,sodan,4061,0.0002462447672986949,middle
uttar_pradesh,mubeen,4061,0.028810637773947302,last
uttar_pradesh,meeta,4060,0.0002463054187192118,last
uttar_pradesh,banke,4059,0.001231830500123183,last
uttar_pradesh,dulaar,4059,0.0009854644000985464,last
uttar_pradesh,babbu,4049,0.0007409236848604594,first
uttar_pradesh,revati,4048,0.0004940711462450593,first
uttar_pradesh,saleha,4047,0.0,none
uttar_pradesh,vittan,4044,0.0002472799208704253,first
uttar_pradesh,bah,4044,0.0,none
uttar_pradesh,kapoori,4039,0.0004951720722951226,first
uttar_pradesh,dropa,4038,0.0,none
uttar_pradesh,abhijeet,4038,0.0004952947003467063,first
uttar_pradesh,girraj,4036,0.0002477700693756194,first
uttar_pradesh,snehalta,4036,0.0002477700693756194,last
uttar_pradesh,daljeet,4035,0.003469640644361834,first
uttar_pradesh,rajaram,4033,0.007190676915447558,last
uttar_pradesh,baigam,4030,0.0019851116625310174,last
uttar_pradesh,ravishankar,4029,0.0012410027302060065,first
uttar_pradesh,banerji,4024,0.510685884691849,last
uttar_pradesh,avida,4016,0.00049800796812749,first
uttar_pradesh,harun,4016,0.00796812749003984,last
uttar_pradesh,shrivastava,4013,0.03189633690505856,last
uttar_pradesh,shrikant,4012,0.003988035892323031,last
uttar_pradesh,vitola,4011,0.0,none
uttar_pradesh,hajrat,4007,0.002246069378587472,last
uttar_pradesh,ayasa,4006,0.0,none
uttar_pradesh,bela,4004,0.004245754245754246,last
uttar_pradesh,vishan,4002,0.00399800099950025,last
uttar_pradesh,begum,3998,0.0002501250625312656,last
uttar_pradesh,raunak,3997,0.002251688766574931,first
uttar_pradesh,atma,3991,0.0010022550739163117,first
uttar_pradesh,sada,3983,0.008285212151644489,last
uttar_pradesh,malviya,3979,0.26011560693641617,last
uttar_pradesh,modanwala,3973,0.11175434180719859,last
uttar_pradesh,naseem,3972,0.0015105740181268882,first
uttar_pradesh,sunilra,3972,0.0,none
uttar_pradesh,goldi,3969,0.0,none
uttar_pradesh,surekha,3966,0.0030257186081694403,last
uttar_pradesh,jagpal,3966,0.0002521432173474534,first
uttar_pradesh,pushp,3966,0.00529500756429652,last
uttar_pradesh,anaruddh,3962,0.0002523977788995457,first
uttar_pradesh,shyamu,3961,0.00025246149962130775,first
uttar_pradesh,mannan,3955,0.011630847029077117,last
uttar_pradesh,shaili,3955,0.010872313527180783,last
uttar_pradesh,tauheed,3953,0.006830255502150265,last
uttar_pradesh,sabia,3952,0.0,none
uttar_pradesh,gaur,3952,0.2732793522267207,last
uttar_pradesh,je,3949,0.04988604710053178,first
uttar_pradesh,shanno,3943,0.000253613999492772,first
uttar_pradesh,sahdev,3936,0.029217479674796747,last
uttar_pradesh,gore,3922,0.008924018357980621,last
uttar_pradesh,nandani,3920,0.0005102040816326531,last
uttar_pradesh,gand,3916,0.13227783452502553,last
uttar_pradesh,sumiran,3914,0.0007664793050587634,last
uttar_pradesh,sugar,3913,0.0002555583950932788,first
uttar_pradesh,faraj,3904,0.006915983606557377,last
uttar_pradesh,najish,3901,0.0023071007433991286,last
uttar_pradesh,ldaite,3895,0.0005134788189987163,last
uttar_pradesh,avnesh,3891,0.0012850167052171678,first
uttar_pradesh,shahna,3890,0.0,none
uttar_pradesh,sabnam,3890,0.0005141388174807198,first
uttar_pradesh,kansal,3888,0.46039094650205764,last
uttar_pradesh,firdos,3884,0.0010298661174047373,last
uttar_pradesh,ruchi,3883,0.0002575328354365182,first
uttar_pradesh,simran,3880,0.0007731958762886598,first
uttar_pradesh,milran,3874,0.0,none
uttar_pradesh,machhla,3870,0.00025839793281653745,first
uttar_pradesh,anilra,3869,0.0,none
uttar_pradesh,fahmeeda,3853,0.0002595380223202699,first
uttar_pradesh,vakar,3852,0.03271028037383177,last
uttar_pradesh,kulwant,3849,0.006235385814497272,first
uttar_pradesh,makhan,3848,0.0015592515592515593,last
uttar_pradesh,badi,3842,0.0015616866215512754,last
uttar_pradesh,pushkar,3841,0.0669096589429836,last
uttar_pradesh,bhole,3839,0.002083876009377442,last
uttar_pradesh,kashmir,3835,0.003389830508474576,first
uttar_pradesh,shish,3834,0.002347417840375587,last
uttar_pradesh,jane,3833,0.0,none
uttar_pradesh,bajrang,3830,0.000783289817232376,middle
uttar_pradesh,najima,3830,0.0,none
uttar_pradesh,preet,3821,0.004710808688824915,middle
uttar_pradesh,mauhar,3821,0.0023554043444124575,first
uttar_pradesh,manna,3820,0.020942408376963352,last
uttar_pradesh,puttan,3816,0.0015723270440251573,first
uttar_pradesh,nimarla,3814,0.0,none
uttar_pradesh,pramitra,3813,0.0,none
uttar_pradesh,updesh,3813,0.00026226068712300026,first
uttar_pradesh,saddik,3811,0.004198373130411965,last
uttar_pradesh,jaid,3804,0.00473186119873817,last
uttar_pradesh,sneha,3803,0.0005259006047856955,first
uttar_pradesh,dhiman,3793,0.30187186923279724,last
uttar_pradesh,sanvari,3791,0.0,none
uttar_pradesh,sati,3789,0.08471892319873317,last
uttar_pradesh,chhotu,3788,0.0005279831045406547,first
uttar_pradesh,shivram,3779,0.0029108229690394285,last
uttar_pradesh,dal,3775,0.010860927152317882,last
uttar_pradesh,raju,3773,0.0034455340577789558,last
uttar_pradesh,khushreed,3772,0.018027571580063628,last
uttar_pradesh,ravish,3770,0.0005305039787798408,last
uttar_pradesh,sughar,3765,0.0010624169986719787,first
uttar_pradesh,ameet,3763,0.0005314908317831517,first
uttar_pradesh,chandel,3761,0.16298856687051316,last
uttar_pradesh,kailashi,3761,0.0,none
uttar_pradesh,parmila,3758,0.00026609898882384245,first
uttar_pradesh,mansoori,3753,0.19531041833200108,last
uttar_pradesh,najmin,3752,0.00026652452025586353,first
uttar_pradesh,mahrul,3744,0.0002670940170940171,first
uttar_pradesh,puttu,3744,0.0002670940170940171,first
uttar_pradesh,harihar,3742,0.0013361838588989846,first
uttar_pradesh,sadaf,3729,0.0008045052292839903,first
uttar_pradesh,ilahi,3723,0.37093741606231534,last
uttar_pradesh,sarvendra,3723,0.0008058017727639,first
uttar_pradesh,dali,3712,0.0051185344827586205,last
uttar_pradesh,shatrohan,3711,0.0005389382915656157,last
uttar_pradesh,samay,3710,0.0016172506738544475,last
uttar_pradesh,saloni,3709,0.0,none
uttar_pradesh,mujammil,3705,0.007017543859649123,last
uttar_pradesh,harpreet,3705,0.005398110661268556,first
uttar_pradesh,davarika,3704,0.0016198704103671706,middle
uttar_pradesh,aditi,3703,0.0005401026194977045,first
uttar_pradesh,sunila,3696,0.0005411255411255411,first
uttar_pradesh,rookamani,3696,0.0005411255411255411,first
uttar_pradesh,jama,3692,0.11105092091007585,last
uttar_pradesh,swatantr,3691,0.000270929287455974,first
uttar_pradesh,faujiya,3690,0.00027100271002710027,last
uttar_pradesh,jayant,3686,0.05534454693434617,last
uttar_pradesh,jyotsana,3684,0.0,none
uttar_pradesh,tota,3675,0.0008163265306122449,last
uttar_pradesh,faruuki,3673,0.12850530901170706,last
uttar_pradesh,jayaram,3669,0.004088307440719542,first
uttar_pradesh,vimalra,3665,0.00027285129604365623,first
uttar_pradesh,sobaran,3664,0.0005458515283842794,first
uttar_pradesh,kesar,3664,0.01064410480349345,last
uttar_pradesh,akhlaq,3663,0.04095004095004095,last
uttar_pradesh,sukhvindar,3663,0.004095004095004095,first
uttar_pradesh,smriti,3656,0.0005470459518599562,last
uttar_pradesh,harnam,3652,0.000547645125958379,first
uttar_pradesh,jiaul,3650,0.003561643835616438,first
uttar_pradesh,jugul,3648,0.0,none
uttar_pradesh,shishu,3647,0.003290375651220181,last
uttar_pradesh,sahgal,3644,0.41575192096597147,last
uttar_pradesh,radhaishyam,3642,0.0013728720483250961,first
uttar_pradesh,jackie,3634,0.042102366538249864,last
uttar_pradesh,kumud,3633,0.0,none
uttar_pradesh,kasturi,3633,0.0005505092210294523,first
uttar_pradesh,murad,3631,0.015973561002478657,last
uttar_pradesh,chetna,3630,0.0,none
uttar_pradesh,inaam,3628,0.01681367144432194,last
uttar_pradesh,baldev,3623,0.003036157880209771,last
uttar_pradesh,sadaab,3622,0.0027609055770292656,last
uttar_pradesh,mainaj,3620,0.0008287292817679558,first
uttar_pradesh,anek,3620,0.0,none
uttar_pradesh,dalip,3620,0.0027624309392265192,first
uttar_pradesh,datta,3620,0.5610497237569061,last
uttar_pradesh,aashish,3620,0.0008287292817679558,first
uttar_pradesh,satyaprakash,3618,0.001105583195135434,first
uttar_pradesh,savina,3618,0.0,none
uttar_pradesh,janha,3616,0.00165929203539823,last
uttar_pradesh,bashir,3612,0.03709856035437431,last
uttar_pradesh,makkhan,3605,0.0011095700416088765,first
uttar_pradesh,masood,3601,0.15467925576228825,last
uttar_pradesh,shaokin,3601,0.0008331019161344071,first
uttar_pradesh,nilesh,3599,0.0013892747985551543,middle
uttar_pradesh,shakira,3595,0.0,none
uttar_pradesh,vachan,3593,0.0027831895352073478,last
uttar_pradesh,mekoo,3592,0.0005567928730512249,last
uttar_pradesh,fakir,3592,0.006959910913140312,last
uttar_pradesh,mal,3589,0.060183895235441626,last
uttar_pradesh,gokul,3588,0.0016722408026755853,first
uttar_pradesh,subham,3582,0.0,none
uttar_pradesh,saraj,3574,0.0002797985450475658,first
uttar_pradesh,gotam,3562,0.07860752386299831,last
uttar_pradesh,panchaal,3557,0.34439134101771157,last
uttar_pradesh,himani,3554,0.0014068655036578502,last
uttar_pradesh,briloki,3554,0.0002813731007315701,middle
uttar_pradesh,charu,3549,0.0002817695125387433,first
uttar_pradesh,sayada,3545,0.0,none
uttar_pradesh,satveer,3540,0.0002824858757062147,first
uttar_pradesh,banshi,3539,0.003390788358293303,last
uttar_pradesh,belal,3538,0.011305822498586773,last
uttar_pradesh,kitaab,3538,0.0014132278123233466,first
uttar_pradesh,bum,3534,0.03084323712507074,last
