last_name,n_sc,n_not_sc,p_sc,n_roll
haldar,75376.0,16612.0,0.8194112275514197,755843.0
majhi,131079.0,318065.0,0.2918418146518711,743818.0
barika,7.0,106.0,0.061946902654867256,734946.0
pandey,3366.0,170253.0,0.01938727904204033,726634.0
swain,760.0,166732.0,0.0045375301506937644,723533.0
jha,410.0,207275.0,0.001974143534679924,716403.0
bauri,107861.0,3257.0,0.9706888172933278,710331.0
rahman,143.0,78476.0,0.001818898739490454,703319.0
mahat,39.0,2531.0,0.015175097276264591,701244.0
suresh,2054.0,5750.0,0.26319835981547923,687558.0
gopal,17459.0,50021.0,0.2587285121517487,684182.0
rathod,10931.0,250991.0,0.04173379861180046,674141.0
raj,33294.0,74477.0,0.308932829796513,665947.0
arumugam,37845.0,68362.0,0.35633244513073525,662556.0
jain,48.0,32710.0,0.0014652909213016669,652461.0
manjhi,236816.0,31459.0,0.8827359985089926,651677.0
more,17324.0,90720.0,0.1603420828551331,622733.0
hasan,453.0,60165.0,0.007473027813520736,616003.0
shah,1034.0,106629.0,0.009604042242924682,608501.0
maji,23393.0,23827.0,0.49540448962304107,608470.0
krishnan,16234.0,51672.0,0.2390657673843254,596767.0
ramasamy,13709.0,78870.0,0.14807893798809665,592408.0
bishwas,8311.0,5103.0,0.6195765618011033,585107.0
chauhan,12965.0,168532.0,0.07143368760916158,584262.0
reddy,57.0,16272.0,0.0034907220282932206,583131.0
nisha,465.0,50893.0,0.009054090891389852,579567.0
maiti,1158.0,18792.0,0.058045112781954886,574573.0
kanwar,170.0,28789.0,0.005870368451949308,569804.0
pandit,16395.0,181968.0,0.08265150254835832,566886.0
kishor,19679.0,61667.0,0.24191724239667592,561144.0
padhan,1916.0,61412.0,0.030255179383527033,554209.0
kadam,9164.0,79899.0,0.10289345744023894,553317.0
patra,83589.0,141325.0,0.3716487190659541,550517.0
chaudhari,28251.0,165308.0,0.14595549677359357,544165.0
sahni,786.0,176016.0,0.004445651067295619,541789.0
mohan,6246.0,18606.0,0.25132786093674553,539684.0
mallik,57114.0,106223.0,0.34966970129242,536481.0
perumal,41411.0,81230.0,0.33766032566596815,515829.0
jahan,31.0,4010.0,0.0076713684731502104,514252.0
munda,832.0,174928.0,0.004733727810650888,512046.0
bahadur,20063.0,66369.0,0.23212467604590892,503781.0
lakshmi,697.0,2804.0,0.19908597543558984,502114.0
mani,9543.0,28982.0,0.24770927968851394,498582.0
rajesh,66.0,362.0,0.1542056074766355,497706.0
nair,98.0,99972.0,0.000979314479864095,491117.0
murugan,17306.0,22703.0,0.4325526756479792,487648.0
giri,2369.0,105572.0,0.021947174845517458,486126.0
jana,7789.0,54620.0,0.12480571712413274,479551.0
praveen,0.0,400.0,0.0,476493.0
pande,1144.0,14429.0,0.07346047646567777,463741.0
sethi,89391.0,8120.0,0.9167273435817498,459364.0
sardar,44288.0,136444.0,0.2450479162516876,453528.0
bala,15481.0,3730.0,0.8058404039352455,451586.0
molla,351.0,153852.0,0.002276220306997918,449229.0
islam,127.0,186952.0,0.0006788575949197933,448203.0
rana,11075.0,110660.0,0.09097630098164045,446990.0
pathan,123.0,53527.0,0.002292637465051258,444297.0
maharana,320.0,39135.0,0.008110505639335953,443753.0
bhagat,10906.0,108498.0,0.0913369736357241,440301.0
shrivastav,89.0,5474.0,0.015998561927017797,439540.0
choudhury,4347.0,16102.0,0.21257763215805173,435150.0
rajendran,3972.0,12602.0,0.23965246772052612,433916.0
mali,5487.0,125091.0,0.04202086109451822,433762.0
saav,15.0,1655.0,0.008982035928143712,432548.0
sonavane,4875.0,16635.0,0.22663877266387727,425298.0
husain,462.0,66213.0,0.006929133858267717,421857.0
singha,35979.0,36013.0,0.4997638626514057,421595.0
agrawal,1.0,514.0,0.001941747572815534,414054.0
naik,133099.0,250244.0,0.3472060269784501,411366.0
kale,4202.0,64734.0,0.060955088777996984,408160.0
bag,76299.0,69679.0,0.522674649604735,407660.0
raja,3569.0,12728.0,0.21899736147757257,401760.0
joshi,681.0,44997.0,0.014908708787600158,401198.0
karmakar,11308.0,71183.0,0.13708162102532398,400705.0
sinha,600.0,25351.0,0.02312049631998767,397979.0
sitaram,98.0,688.0,0.12468193384223919,392920.0
ganesan,9170.0,24876.0,0.2693414791752335,392380.0
jena,122297.0,145003.0,0.4575271230826786,391414.0
hak,57.0,16623.0,0.0034172661870503595,389602.0
chakrabarti,3.0,398.0,0.007481296758104738,387563.0
murmu,684.0,164801.0,0.004133305133395776,383848.0
murugesan,9335.0,21737.0,0.30043125643666324,383642.0
rajaram,68.0,497.0,0.12035398230088495,383060.0
pramanik,24891.0,55504.0,0.30960880651781825,380872.0
bera,8713.0,49545.0,0.14955885886916817,377435.0
mane,9121.0,51196.0,0.15121773297743588,376548.0
raman,26623.0,25736.0,0.5084703680360587,376369.0
kannan,12828.0,27609.0,0.3172342161881445,374462.0
joseph,1035.0,49607.0,0.020437581454128984,374202.0
deshmukh,224.0,44942.0,0.004959482796794049,365642.0
mal,67607.0,34927.0,0.6593617726802816,364090.0
laal,1162.0,2187.0,0.3469692445506121,363370.0
rajkumar,43.0,66.0,0.3944954128440367,359202.0
shanmugam,6665.0,17044.0,0.28111687544814207,357650.0
narayanan,7533.0,32884.0,0.18638196798376921,351262.0
ramchandra,104.0,1022.0,0.09236234458259325,343641.0
ravi,3331.0,7504.0,0.3074296262113521,341590.0
savant,1647.0,12783.0,0.11413721413721414,339177.0
rajak,54812.0,39749.0,0.5796470003489811,334124.0
rawat,3250.0,46286.0,0.06560885012919897,333935.0
uddin,113.0,93708.0,0.0012044211850225429,333084.0
subramaniyan,4888.0,16736.0,0.22604513503514614,332285.0
sau,676.0,8909.0,0.07052686489306208,331780.0
samanta,1372.0,53666.0,0.024928231403757405,328464.0
sen,8171.0,83883.0,0.0887631173007148,325369.0
soni,556.0,38871.0,0.014102011312045045,324678.0
bhosale,5413.0,37094.0,0.12734373162067425,323967.0
salim,58.0,6547.0,0.008781226343679031,323169.0
kha,4085.0,119262.0,0.03311795179453088,321506.0
saini,209.0,53831.0,0.003867505551443375,317643.0
majumdar,17364.0,16331.0,0.5153286837809764,317394.0
pratap,5595.0,19757.0,0.22069264752287787,315866.0
kishan,8958.0,31889.0,0.21930619139716503,315158.0
rao,1119.0,10827.0,0.09367152184831742,312144.0
waghmare,15015.0,16506.0,0.4763491005996003,312116.0
kailash,570.0,1315.0,0.30238726790450926,308079.0
krishna,3826.0,8193.0,0.3183293119227889,307378.0
mahesh,155.0,311.0,0.33261802575107297,306417.0
thomas,462.0,48266.0,0.009481201773107864,306222.0
koli,7315.0,64111.0,0.10241368689272813,305988.0
subramani,11490.0,37270.0,0.2356439704675964,303239.0
selvaraj,6493.0,14460.0,0.30988402615377275,302173.0
hajra,8150.0,5445.0,0.5994851048179478,301777.0
parida,4291.0,91548.0,0.04477300472667703,299121.0
vishwakarma,203.0,23151.0,0.008692301104735805,298643.0
hosen,18.0,19391.0,0.0009274048122005255,296895.0
soren,226.0,47560.0,0.004729418658184405,292053.0
panda,808.0,87610.0,0.00913841073084666,289989.0
vijay,134.0,404.0,0.24907063197026022,288133.0
vinod,21.0,185.0,0.10194174757281553,288073.0
dutta,2975.0,75084.0,0.0381121971841812,287528.0
sekar,3854.0,7884.0,0.3283353211790765,286513.0
prajapati,16273.0,75476.0,0.17736433094638634,286040.0
pradhan,18667.0,350842.0,0.050518390621067416,283578.0
gauda,63.0,9231.0,0.006778566817301485,283158.0
raju,1968.0,7842.0,0.20061162079510703,282663.0
pathak,535.0,38841.0,0.01358695652173913,279242.0
munusamy,15879.0,22745.0,0.41111743993371996,278696.0
nayak,65001.0,348886.0,0.1570501127119238,277836.0
mahanta,2106.0,99331.0,0.020761655017399964,276516.0
manna,4374.0,42309.0,0.09369577790630422,272128.0
hembram,200.0,53456.0,0.0037274489339496047,272091.0
shukla,247.0,45576.0,0.005390306178120158,270000.0
adhikari,18533.0,24777.0,0.42791503117063034,268946.0
mohanty,321.0,89472.0,0.00357488891116234,268701.0
gangaram,332.0,1217.0,0.2143318269851517,268486.0
mehta,515.0,39116.0,0.012994877747218086,266708.0
saren,250.0,61617.0,0.004040926503628752,265821.0
vel,237.0,590.0,0.28657799274486095,264202.0
natarajan,2348.0,11041.0,0.1753678392710434,263863.0
naresh,11483.0,25605.0,0.30961496980155306,263456.0
periyasami,3474.0,11492.0,0.23212615261258854,263347.0
kunwar,8376.0,44262.0,0.15912458680041036,263034.0
pillai,441.0,66088.0,0.0066286882412181156,261644.0
bagdi,102391.0,1650.0,0.9841408675426034,260863.0
kandasamy,1436.0,8122.0,0.15024063611634234,260690.0
dube,251.0,29749.0,0.008366666666666666,260661.0
sunil,13.0,105.0,0.11016949152542373,259873.0
rajan,3737.0,16533.0,0.18436112481499753,259702.0
marak,1.0,2320.0,0.00043084877208099956,257490.0
srinivasan,1301.0,5081.0,0.2038545910372924,256051.0
debi,631.0,1756.0,0.2643485546711353,255959.0
haq,56.0,12944.0,0.0043076923076923075,254605.0
sangma,1.0,2343.0,0.0004266211604095563,253940.0
ganesh,117.0,2543.0,0.04398496240601504,252410.0
dev,15005.0,39865.0,0.2734645525788227,252286.0
lohar,34674.0,22508.0,0.6063796299534818,252069.0
govindan,5598.0,15068.0,0.2708797057969612,249856.0
dayal,19933.0,45327.0,0.30543977934416183,249217.0
jagatap,1332.0,8359.0,0.13744711588071407,248264.0
ibrahim,15.0,4269.0,0.0035014005602240898,242367.0
ezhumalai,3805.0,9414.0,0.2878432559195098,241269.0
banu,3.0,785.0,0.0038071065989847717,240671.0
vati,4313.0,11077.0,0.2802469135802469,238660.0
manikkam,7135.0,17761.0,0.2865922236503856,238102.0
bharti,4169.0,6901.0,0.37660343270099367,234842.0
dhara,20896.0,10578.0,0.6639130711063099,234763.0
palani,18056.0,9780.0,0.648656416151746,232906.0
akhtar,57.0,14108.0,0.0040240028238616304,232454.0
balakrishnan,3021.0,15363.0,0.1643276762402089,232361.0
jaiswal,67.0,3479.0,0.01889452904681331,230905.0
selvam,3714.0,8386.0,0.3069421487603306,230121.0
lata,92.0,314.0,0.22660098522167488,227916.0
sundar,3478.0,9220.0,0.27390140179555833,227403.0
sada,114526.0,10588.0,0.91537317966015,226193.0
ara,0.0,826.0,0.0,223261.0
venkatesan,886.0,3666.0,0.19463971880492092,221767.0
meena,455.0,306459.0,0.0014824999837087915,220969.0
ismail,19.0,2087.0,0.009021842355175688,220735.0
manoj,83.0,491.0,0.1445993031358885,219061.0
ingale,9215.0,15247.0,0.376706728803859,218908.0
molya,2.0,17490.0,0.0001143379830779785,217825.0
mukhiya,812.0,103701.0,0.007769368403930612,217241.0
meshram,19658.0,29951.0,0.39625874337317823,216502.0
jagannath,8.0,92.0,0.08,215374.0
kuppusamy,5270.0,19586.0,0.2120212423559704,215280.0
din,3538.0,6457.0,0.35397698849424714,214219.0
sek,0.0,225.0,0.0,213011.0
gaji,238.0,33394.0,0.007076593720266413,212594.0
goswami,462.0,19618.0,0.02300796812749004,212587.0
duraisamy,6497.0,22094.0,0.2272393410513798,212321.0
govindasami,393.0,2791.0,0.12342964824120603,211780.0
marimuthu,11855.0,23214.0,0.3380478485271893,210773.0
sutar,871.0,36588.0,0.023252088950585975,209367.0
pujari,274.0,26334.0,0.010297654840649428,209155.0
kali,9829.0,14896.0,0.3975328614762386,206758.0
hanif,57.0,3761.0,0.014929282346778419,206754.0
palanisamy,6399.0,25237.0,0.20226956631685422,204578.0
miyan,1494.0,47503.0,0.030491662754862543,204246.0
mistri,10684.0,54043.0,0.1650624932408423,202351.0
mahajan,567.0,21445.0,0.02575867708522624,201096.0
bhil,334.0,127508.0,0.00261259992803617,199636.0
biswal,583.0,87236.0,0.006638654505289289,198973.0
muthu,11917.0,22970.0,0.3415885573422765,198595.0
mariyappan,8133.0,18409.0,0.3064200135634089,198544.0
rajput,248.0,55637.0,0.0044376845307327545,198455.0
muthusamy,6599.0,28144.0,0.18993754137524105,197958.0
kumbhar,13137.0,32814.0,0.2858914931122282,197798.0
husen,114.0,12887.0,0.008768556264902699,197442.0
bihari,4741.0,15712.0,0.23179973598005182,195565.0
rafik,17.0,3481.0,0.004859919954259577,195069.0
nandi,1397.0,29023.0,0.04592373438527285,193860.0
govind,1519.0,4710.0,0.24385936747471504,193158.0
gautam,6183.0,6531.0,0.4863142991977348,192486.0
ponnusamy,8634.0,25622.0,0.2520434376459598,191875.0
thangavel,8516.0,23035.0,0.2699122056353206,190476.0
kalo,610.0,3331.0,0.15478304998731288,190123.0
dehuri,4799.0,55721.0,0.07929610046265698,189942.0
rameshbhai,257.0,1938.0,0.11708428246013668,189522.0
dei,5997.0,12934.0,0.31678199778141675,187519.0
tripathi,113.0,23110.0,0.004865865736554278,187473.0
santara,460.0,218.0,0.6784660766961652,187216.0
varghese,156.0,27364.0,0.005668604651162791,185748.0
sagar,7654.0,15214.0,0.33470351582998076,182610.0
meher,3371.0,48644.0,0.0648082283956551,182496.0
sankar,1937.0,5072.0,0.2763589670423741,179875.0
george,403.0,23616.0,0.01677838377950789,179418.0
basha,31.0,1439.0,0.02108843537414966,179303.0
ramalingam,3714.0,16935.0,0.17986343164317883,179004.0
shelke,1125.0,14893.0,0.0702334873267574,178436.0
marandi,105.0,12546.0,0.008299739151055252,177546.0
kushwaha,2948.0,83346.0,0.034162282429832894,176938.0
rama,252.0,808.0,0.23773584905660378,175334.0
yusuf,20.0,2338.0,0.008481764206955046,175309.0
nikam,3159.0,27303.0,0.10370297419736065,175282.0
shil,2614.0,23045.0,0.10187458591527339,175251.0
upadhyay,95.0,14146.0,0.006670879853942841,174082.0
momin,3.0,23903.0,0.00012549150840793105,173658.0
maurya,3603.0,32586.0,0.0995606399734726,172906.0
desai,247.0,28244.0,0.00866940437331087,172555.0
datt,664.0,4612.0,0.12585291887793784,172422.0
ramachandran,1876.0,10481.0,0.15181678400906368,172184.0
ramu,1988.0,9047.0,0.18015405527865883,171914.0
datta,337.0,7459.0,0.04322729604925603,171635.0
nanda,2868.0,9670.0,0.2287446163662466,171127.0
mathew,225.0,33137.0,0.006744199988010311,170648.0
kundu,1005.0,35976.0,0.02717611746572564,169209.0
hameed,10.0,6470.0,0.0015432098765432098,167657.0
pavara,2.0,1939.0,0.0010303967027305513,167327.0
thorat,6557.0,20492.0,0.24241191910976376,167229.0
saravanan,1224.0,3629.0,0.25221512466515555,166226.0
harijan,73025.0,9038.0,0.8898651036398865,165107.0
charan,15830.0,31090.0,0.33738277919863596,163776.0
nagaraj,1626.0,4040.0,0.28697493822802683,162995.0
shyam,8372.0,24252.0,0.256620892594409,162728.0
ravidas,41603.0,5153.0,0.8897895457267516,162529.0
uranv,4.0,1378.0,0.002894356005788712,161696.0
jayaraman,3526.0,11648.0,0.23237116119678397,160719.0
ramakrishnan,1761.0,10176.0,0.1475245036441317,158683.0
lakshmanan,6432.0,19452.0,0.24849327770050997,158620.0
radhakrishnan,1027.0,6460.0,0.13717109656738347,158215.0
gop,70.0,2414.0,0.02818035426731079,157056.0
pyari,1272.0,2504.0,0.336864406779661,156969.0
chinnasamy,6314.0,17228.0,0.2682015121909778,156654.0
lakhan,8062.0,16121.0,0.33337468469586073,154395.0
munna,6.0,644.0,0.009230769230769232,153963.0
urao,8.0,1402.0,0.005673758865248227,153260.0
manohar,1214.0,2532.0,0.3240790176187934,152624.0
boro,26.0,24568.0,0.0010571684150605838,149123.0
salam,34.0,14402.0,0.0023552230534774174,148852.0
gulab,39.0,718.0,0.05151915455746367,148741.0
gopi,1205.0,3003.0,0.2863593155893536,148718.0
deb,184.0,2828.0,0.06108897742363878,148614.0
gurav,42.0,22636.0,0.0018520151688861451,148574.0
karuppaiya,6130.0,18144.0,0.25253357501853835,148543.0
hota,2.0,2816.0,0.0007097232079489,148254.0
kutty,2037.0,20521.0,0.09030055856015604,147723.0
vagh,573.0,8621.0,0.06232325429628018,147507.0
shaha,46.0,8903.0,0.0051402391328640076,147473.0
velayudhan,3302.0,6210.0,0.3471404541631623,146676.0
barik,15751.0,149912.0,0.09507856310703054,146558.0
hari,33.0,70.0,0.32038834951456313,146496.0
govindaraj,1692.0,7587.0,0.18234723569350145,146246.0
kureshi,351.0,4061.0,0.07955575702629193,145889.0
murali,30.0,72.0,0.29411764705882354,145761.0
annamalai,7912.0,21389.0,0.27002491382546673,145285.0
mahadev,291.0,1788.0,0.13997113997113997,144686.0
kashyap,656.0,23470.0,0.027190582773771035,144345.0
majid,11.0,2012.0,0.005437469105289174,144339.0
sundaram,2434.0,6445.0,0.2741299695911702,144079.0
rati,809.0,1307.0,0.3823251417769376,143900.0
rangasami,1347.0,6914.0,0.16305532017915506,143651.0
raji,5481.0,12062.0,0.31243230918314996,143603.0
mhatre,66.0,19714.0,0.0033367037411526795,143317.0
velu,7990.0,10631.0,0.4290854411685731,142247.0
tudu,306.0,81188.0,0.003754877659705009,142023.0
chaurasiya,526.0,15882.0,0.03205753291077523,140828.0
mohite,3648.0,19656.0,0.15653964984552007,140526.0
suppaiya,1535.0,4499.0,0.25439177991382167,140199.0
gavade,105.0,16567.0,0.006297984644913627,139522.0
mangal,606.0,1500.0,0.28774928774928776,139227.0
ranjan,526.0,4828.0,0.0982443033246171,139097.0
mulla,53.0,9171.0,0.005745880312228968,138918.0
karan,8984.0,20400.0,0.3057446229240403,137972.0
gawali,120.0,669.0,0.1520912547528517,137480.0
garg,318.0,1325.0,0.1935483870967742,137466.0
bhagwan,735.0,3396.0,0.17792302106027597,137341.0
ojha,1069.0,32989.0,0.031387632861589056,137270.0
garai,434.0,21692.0,0.019614932658410918,136903.0
tyagi,198.0,8550.0,0.02263374485596708,135924.0
vijayan,1743.0,9186.0,0.15948394180620368,135125.0
usman,8.0,1283.0,0.006196746707978312,133389.0
bharat,38.0,79.0,0.3247863247863248,132981.0
rabha,15.0,29054.0,0.0005160136227596409,132602.0
sahay,3534.0,8271.0,0.29936467598475225,132437.0
rashid,16.0,2189.0,0.0072562358276643995,132433.0
hansda,245.0,51129.0,0.004768949273951805,132328.0
madan,221.0,32.0,0.8735177865612648,132273.0
john,557.0,19399.0,0.02791140509120064,132032.0
chandran,3252.0,11494.0,0.22053438220534383,131872.0
bhola,3.0,338.0,0.008797653958944282,131863.0
bhandari,261.0,8275.0,0.03057638238050609,131339.0
manoharan,118.0,651.0,0.15344603381014305,130707.0
paal,858.0,4293.0,0.16656959813628422,130563.0
kol,1842.0,127065.0,0.01428937140729363,130440.0
baitha,36098.0,10370.0,0.7768356718602049,130159.0
pati,3386.0,18593.0,0.15405614450156968,129619.0
mandi,224.0,49592.0,0.004496547294042075,129506.0
ratan,3444.0,5853.0,0.37044207808970636,128728.0
ahire,7065.0,13807.0,0.33849175929474895,128353.0
balu,1502.0,2248.0,0.40053333333333335,128237.0
gore,1322.0,15685.0,0.07773269830069972,127415.0
mahammad,6.0,11613.0,0.0005163955589981926,127089.0
sharif,12.0,1110.0,0.0106951871657754,126814.0
beg,27.0,5722.0,0.004696468951121934,126533.0
kamal,274.0,639.0,0.30010952902519167,126492.0
dhurve,104.0,32241.0,0.0032153346730561137,126014.0
raghunath,8.0,92.0,0.08,125463.0
rathaur,34.0,1917.0,0.01742696053305997,125293.0
subramaniyam,314.0,2852.0,0.09917877447883765,124942.0
negi,29.0,10485.0,0.0027582271257371124,124878.0
arunachalam,3867.0,14567.0,0.20977541499403277,124806.0
rahim,22.0,3794.0,0.005765199161425576,124693.0
nadesan,4683.0,11223.0,0.2944172010562052,124583.0
karim,10.0,5341.0,0.0018688095683049898,124473.0
dalavi,258.0,9479.0,0.026496867618362945,123531.0
sai,20.0,3455.0,0.0057553956834532375,123332.0
saxena,7.0,553.0,0.0125,123006.0
swami,1049.0,7735.0,0.11942167577413479,122949.0
sabale,3011.0,10807.0,0.21790418294977565,122766.0
gurusamy,5203.0,13917.0,0.2721234309623431,122553.0
chandiran,245.0,449.0,0.3530259365994236,122407.0
bhuiya,23070.0,4501.0,0.8367487577527112,122373.0
gaud,735.0,10411.0,0.06594293917100305,122308.0
bhaskar,144.0,1211.0,0.10627306273062731,122000.0
malakar,5060.0,11443.0,0.3066109192268072,121902.0
bara,272.0,1232.0,0.18085106382978725,121506.0
raghavan,1905.0,7727.0,0.1977782392026578,121257.0
solanki,15415.0,95774.0,0.13863781489176089,120238.0
yaseen,5.0,963.0,0.005165289256198347,120217.0
nagarajan,1434.0,3505.0,0.2903421745292569,120196.0
bhuiyan,7688.0,113.0,0.9855146776054352,120173.0
amma,136.0,26432.0,0.005118940078289671,120167.0
andi,3143.0,5090.0,0.3817563464107859,120109.0
shende,5426.0,19527.0,0.21744880375105197,119847.0
devaraj,1890.0,4673.0,0.2879780588145665,119826.0
jose,84.0,11406.0,0.007310704960835509,119520.0
narayanasamy,1703.0,16040.0,0.09598151383644254,119363.0
jan,49.0,1400.0,0.033816425120772944,119206.0
abbas,12.0,2854.0,0.00418702023726448,118933.0
gandhi,315.0,607.0,0.34164859002169196,118780.0
aslam,33.0,5304.0,0.006183249016301293,118657.0
beevi,2.0,17608.0,0.00011357183418512209,118391.0
balan,1890.0,6294.0,0.23093841642228738,117976.0
gayen,9845.0,6847.0,0.5898034986820033,117800.0
vegam,4.0,855.0,0.004656577415599534,117160.0
rai,17705.0,278903.0,0.059691579458409756,116929.0
bhalerao,7709.0,5594.0,0.5794933473652559,116678.0
tayade,6304.0,4671.0,0.5743963553530752,116388.0
dikshit,1.0,226.0,0.004405286343612335,116011.0
kala,534.0,872.0,0.37980085348506404,115885.0
kumaran,2362.0,5306.0,0.3080333854981742,115772.0
venkatachalam,238.0,1969.0,0.10783869506116901,115214.0
miya,2353.0,156976.0,0.014768184071951747,115140.0
modak,570.0,18375.0,0.030087094220110848,115008.0
bhan,4162.0,11019.0,0.2741584875831632,114790.0
ayyappan,1558.0,1202.0,0.5644927536231884,114720.0
mitra,1798.0,10694.0,0.14393211655459495,114373.0
valavi,3.0,8843.0,0.00033913633280578795,114226.0
ramji,55.0,398.0,0.12141280353200883,114195.0
lokhande,7348.0,13870.0,0.34630973701574136,113713.0
kharat,7780.0,10352.0,0.42907566732848,113574.0
kisku,206.0,36584.0,0.0055993476488176135,113557.0
kuppan,14151.0,13123.0,0.5188457871965975,113225.0
gopalan,2853.0,7467.0,0.27645348837209305,112492.0
sankaran,1934.0,2641.0,0.42273224043715846,112264.0
baidya,8819.0,6222.0,0.5863306960973339,112180.0
kulkarni,93.0,9941.0,0.009268487143711382,112076.0
paramasivam,2836.0,8911.0,0.24142334212990552,111490.0
kahar,5354.0,13282.0,0.28729341060313374,110977.0
dongare,4771.0,6964.0,0.4065615679590967,110247.0
moorthi,285.0,721.0,0.28330019880715707,110225.0
yunus,21.0,2831.0,0.007363253856942496,110219.0
salave,3311.0,1473.0,0.6920986622073578,110017.0
bhoir,684.0,16326.0,0.04021164021164021,109908.0
bosak,172.0,44.0,0.7962962962962963,109847.0
milan,5430.0,10482.0,0.34125188536953244,108770.0
gani,10.0,1165.0,0.00851063829787234,108744.0
anvar,0.0,384.0,0.0,108636.0
kakade,1190.0,9641.0,0.10986981811467085,108611.0
mahali,794.0,12476.0,0.05983421250941975,108490.0
swaroop,5154.0,10005.0,0.3399960419552741,108366.0
rajagopal,1989.0,11169.0,0.1511627906976744,108221.0
salunkhe,473.0,18309.0,0.025183686508359067,107919.0
senapati,3102.0,23569.0,0.11630610025870795,107891.0
sattar,22.0,4116.0,0.005316578057032383,107521.0
krishnasamy,709.0,11421.0,0.05845012366034625,107413.0
ranganathan,1523.0,7822.0,0.1629748528624933,106845.0
ganpat,67.0,439.0,0.1324110671936759,106550.0
gavit,9.0,32470.0,0.00027710212752855693,106278.0
shelar,2014.0,13868.0,0.12681022541241657,106088.0
manikandan,264.0,908.0,0.22525597269624573,105819.0
madhavan,1461.0,4824.0,0.2324582338902148,105809.0
naga,363.0,417.0,0.4653846153846154,105559.0
panchal,107.0,19110.0,0.0055679866784617785,104924.0
ravichandran,668.0,2072.0,0.24379562043795622,104736.0
nayek,12892.0,12864.0,0.5005435626650101,104708.0
pandiyan,1539.0,4126.0,0.27166813768755516,104415.0
palaniyappan,2436.0,11405.0,0.17599884401416083,103716.0
viswanathan,114.0,770.0,0.12895927601809956,103654.0
