last_name,n_sc,n_not_sc,p_sc,n_roll
bansode,8077.0,5697.0,0.5863946565993902,103605.0
ahmed,89.0,26014.0,0.0034095697812511973,103022.0
rishi,44833.0,5945.0,0.8829217377604475,102679.0
chinnathambi,6295.0,17189.0,0.26805484585249534,102379.0
gunasekaran,1061.0,2455.0,0.3017633674630262,101934.0
ganapathi,2596.0,7765.0,0.250554965736898,101719.0
vijayakumar,274.0,2104.0,0.1152228763666947,101093.0
kamat,95.0,29453.0,0.003215107621497225,99997.0
rane,89.0,11532.0,0.007658549178211858,99970.0
shabar,30.0,7160.0,0.004172461752433936,99914.0
bhue,1380.0,31779.0,0.04161766036370216,99655.0
kesavan,2825.0,7541.0,0.27252556434497394,99306.0
poddar,3362.0,17576.0,0.1605692998376158,99023.0
nesha,52.0,5050.0,0.010192081536652292,98298.0
mana,88.0,849.0,0.09391675560298826,98033.0
kushwah,159.0,30803.0,0.005135327175247077,97955.0
abdulla,0.0,2081.0,0.0,97237.0
kedar,442.0,2841.0,0.1346329576606762,97051.0
pra,9.0,352.0,0.024930747922437674,96951.0
rasid,17.0,5673.0,0.0029876977152899823,96661.0
chanda,134.0,5074.0,0.02572964669738863,96551.0
jabbar,17.0,3225.0,0.005243676742751388,96225.0
akbar,8.0,1460.0,0.005449591280653951,95928.0
muduli,985.0,40826.0,0.023558393724139582,95802.0
vahid,9.0,761.0,0.011688311688311689,95588.0
jamadar,163.0,5208.0,0.03034816607708062,95329.0
senthilkumar,868.0,2154.0,0.2872270019854401,95085.0
kisan,828.0,36400.0,0.02224132373482325,94621.0
paramanik,3097.0,9396.0,0.247898823341071,94384.0
puri,50.0,11241.0,0.004428305730227615,94261.0
sultan,14.0,1037.0,0.013320647002854425,94052.0
latif,0.0,1039.0,0.0,93941.0
vadivel,4174.0,9466.0,0.3060117302052786,93814.0
kujur,25.0,11161.0,0.0022349365278026105,93676.0
habib,8.0,920.0,0.008620689655172414,93661.0
nivas,2056.0,6924.0,0.2289532293986637,93562.0
mustafa,18.0,2454.0,0.007281553398058253,93384.0
damodaran,408.0,3215.0,0.11261385592050786,93169.0
madavi,37.0,24566.0,0.0015038816404503515,92971.0
salunke,873.0,10349.0,0.07779361967563714,92814.0
thangaraj,2246.0,4363.0,0.3398396126494175,92744.0
kole,540.0,7079.0,0.07087544297151857,92221.0
mohanan,1894.0,9179.0,0.17104669014720492,92003.0
kasim,26.0,3539.0,0.0072931276297335205,91260.0
thapa,198.0,11675.0,0.016676492883011877,91208.0
kaliyaperumal,4986.0,13289.0,0.2728317373461012,90967.0
amin,38.0,3427.0,0.010966810966810967,90377.0
padavi,3.0,8238.0,0.00036403349108117945,90362.0
mahana,14.0,90.0,0.1346153846153846,90211.0
jamil,6.0,617.0,0.009630818619582664,89830.0
nasim,10.0,3894.0,0.0025614754098360654,89829.0
khalil,14.0,1359.0,0.010196649672250545,89596.0
turi,5675.0,1199.0,0.8255746290369508,89046.0
chakma,0.0,11664.0,0.0,88907.0
prabhakaran,327.0,2875.0,0.10212367270455965,88880.0
kaliyappan,4201.0,10886.0,0.2784516471134089,88685.0
mahalingam,3325.0,5732.0,0.3671193551948769,88551.0
antony,91.0,7538.0,0.011928168829466509,88528.0
babubhai,734.0,6427.0,0.10249965088674766,88477.0
kana,21.0,197.0,0.0963302752293578,88470.0
kalam,54.0,15736.0,0.003419886003799873,87652.0
umar,72.0,5253.0,0.013521126760563381,87594.0
bhuya,289.0,284.0,0.5043630017452007,87473.0
shahid,12.0,2071.0,0.005760921747479597,87393.0
mule,484.0,11962.0,0.038887996143339223,87291.0
shekhar,1336.0,2771.0,0.3252982712442172,87238.0
suleman,13.0,1496.0,0.008614976805831677,87049.0
nahaka,118.0,133.0,0.4701195219123506,86886.0
abraham,120.0,15071.0,0.007899414126785596,86684.0
parab,16.0,10688.0,0.0014947683109118087,86670.0
irfan,6.0,1284.0,0.004651162790697674,86368.0
karuppan,19541.0,7133.0,0.7325860388393192,86243.0
deshpande,11.0,94.0,0.10476190476190476,86194.0
dalui,16058.0,1942.0,0.8921111111111111,86150.0
dalai,15856.0,15415.0,0.5070512615522369,86111.0
padhi,38.0,13449.0,0.0028175279899162156,86031.0
god,633.0,10488.0,0.05691934178581063,85915.0
shakil,5.0,734.0,0.006765899864682003,85891.0
basu,1883.0,6559.0,0.2230514096185738,85753.0
rishidev,35103.0,3901.0,0.8999846169623629,85744.0
borkar,4133.0,8665.0,0.3229410845444601,85722.0
samad,10.0,3061.0,0.0032562683165092803,85697.0
tambe,1732.0,9174.0,0.15881166330460297,85494.0
velayudham,306.0,676.0,0.31160896130346233,85469.0
tadavi,26.0,15866.0,0.0016360432922225018,84775.0
vasu,906.0,3340.0,0.2133772962788507,84699.0
dulare,3725.0,6913.0,0.35015980447452527,84614.0
rajbhar,1719.0,38030.0,0.043246370977886237,84434.0
anandhan,301.0,426.0,0.4140302613480055,84087.0
mahakuda,2.0,678.0,0.0029411764705882353,83631.0
vir,269.0,930.0,0.2243536280233528,83342.0
rasul,18.0,2896.0,0.0061770761839396015,83291.0
bhoyar,441.0,17358.0,0.024776672846789145,83010.0
tomar,81.0,8130.0,0.009864815491413957,82517.0
hussain,178.0,50993.0,0.0034785327626976215,82438.0
yakub,4.0,338.0,0.011695906432748537,81939.0
kar,2358.0,30776.0,0.07116557010925334,81627.0
ghadge,148.0,1928.0,0.07129094412331406,81514.0
sarkar,230221.0,164992.0,0.582523854225443,81466.0
chacko,361.0,14892.0,0.02366747525077034,81228.0
kalimuthu,5768.0,8804.0,0.39582761460334887,81008.0
lala,259.0,502.0,0.3403416557161629,80826.0
kevat,158.0,34402.0,0.004571759259259259,80718.0
wankhede,4074.0,5023.0,0.4478399472353523,80701.0
modi,100.0,4465.0,0.02190580503833516,80637.0
madhu,244.0,758.0,0.2435129740518962,80589.0
arya,183.0,36.0,0.8356164383561644,80313.0
uike,218.0,24486.0,0.008824481865284974,80264.0
nag,16892.0,33794.0,0.33326756895395176,80127.0
nand,1299.0,4571.0,0.2212947189097104,79573.0
saroj,17636.0,3402.0,0.8382926133662896,79364.0
roy,363048.0,132963.0,0.7319353804653526,79201.0
panneerselvam,552.0,1085.0,0.337202199144777,79165.0
mudi,703.0,16266.0,0.04142848724144027,78968.0
jalil,7.0,2486.0,0.002807862013638187,78957.0
jamal,3.0,2057.0,0.0014563106796116505,78677.0
bind,864.0,53031.0,0.01603117172279432,78528.0
durairaj,1805.0,5189.0,0.2580783528738919,78492.0
gade,1677.0,6278.0,0.21081081081081082,78481.0
nadaf,92.0,12278.0,0.007437348423605497,78021.0
sabir,10.0,2484.0,0.00400962309542903,78015.0
mujavar,4.0,2198.0,0.0018165304268846503,77952.0
gurjar,204.0,144099.0,0.0014136920230348642,77940.0
dhanapal,1482.0,2389.0,0.3828468096099199,77919.0
muniyandi,7582.0,6177.0,0.5510574896431427,77659.0
vishwas,75.0,5943.0,0.012462612163509471,77446.0
ben,697.0,7183.0,0.0884517766497462,77255.0
kazi,12.0,622.0,0.01892744479495268,77220.0
dharmaraj,113.0,375.0,0.23155737704918034,77215.0
anbazhagan,523.0,621.0,0.4571678321678322,77077.0
vankhade,127.0,86.0,0.596244131455399,77008.0
sukumaran,1403.0,5823.0,0.19415997785773595,76699.0
sathe,5199.0,5541.0,0.4840782122905028,76203.0
vasudevan,402.0,2072.0,0.16248989490703314,75795.0
adak,1822.0,11518.0,0.13658170914542728,75623.0
bagul,2094.0,10730.0,0.16328758577666874,75333.0
redi,2.0,327.0,0.0060790273556231,75004.0
arif,9.0,1274.0,0.007014809041309431,74602.0
suman,217.0,8135.0,0.025981800766283526,74304.0
minj,11.0,2952.0,0.003712453594330071,74181.0
balraj,41.0,59.0,0.41,74170.0
imran,0.0,111.0,0.0,74166.0
kanniyappan,2240.0,6397.0,0.2593493111033924,74021.0
londhe,5583.0,5963.0,0.48354408453143943,73705.0
thangarasu,3462.0,8159.0,0.2979089579210051,73679.0
bari,362.0,3460.0,0.09471480900052329,73647.0
raveendran,783.0,6331.0,0.11006466123137476,73546.0
deva,49.0,180.0,0.21397379912663755,73477.0
haji,0.0,9054.0,0.0,73419.0
sonkar,3458.0,1594.0,0.6844813935075218,73183.0
sevak,6219.0,11495.0,0.35107824319747094,73100.0
venugopal,260.0,1924.0,0.11904761904761904,73012.0
borse,355.0,5359.0,0.062128106405320266,72981.0
sonar,7.0,1815.0,0.0038419319429198683,72868.0
pandi,2506.0,6972.0,0.26440177252584934,72820.0
devare,173.0,3011.0,0.054334170854271356,72617.0
keshari,11.0,1037.0,0.01049618320610687,72446.0
ghodake,981.0,3799.0,0.20523012552301256,72386.0
begum,125.0,36635.0,0.003400435255712731,72246.0
ingole,5097.0,7895.0,0.39231834975369456,72118.0
dulari,3057.0,5815.0,0.34456717763751127,72069.0
kuraishi,8.0,1405.0,0.005661712668082095,71935.0
paul,2060.0,55121.0,0.036025952676588376,71767.0
dwivedi,41.0,18088.0,0.0022615698604445916,71675.0
magar,956.0,7989.0,0.10687534935718278,71312.0
rasheed,0.0,2647.0,0.0,70999.0
bhushan,306.0,1308.0,0.1895910780669145,70990.0
kumavat,1.0,3307.0,0.0003022974607013301,70957.0
sharan,2546.0,7846.0,0.2449961508852964,70596.0
paradhi,54.0,5898.0,0.009072580645161291,70569.0
bisht,42.0,10511.0,0.003979910925803089,70430.0
mahale,831.0,11877.0,0.0653918791312559,70271.0
panigrahi,605.0,13533.0,0.042792474183052764,70172.0
ayub,11.0,1062.0,0.010251630941286114,70165.0
rathinam,3769.0,7885.0,0.32340827183799553,69831.0
khade,1843.0,10098.0,0.15434218239678418,69652.0
ade,33.0,7313.0,0.0044922406751973865,69599.0
mathai,397.0,10821.0,0.03538955250490283,69577.0
gosavi,183.0,11083.0,0.016243564707970885,69419.0
chandrasekar,51.0,169.0,0.2318181818181818,69214.0
banik,484.0,2550.0,0.15952537903757416,69177.0
khatua,2418.0,13983.0,0.14743003475397842,69152.0
dhumal,132.0,9584.0,0.013585837793330589,68906.0
chinnappan,3827.0,10409.0,0.26882551278449,68446.0
satpute,2022.0,8233.0,0.1971721111652852,68393.0
thombare,471.0,6851.0,0.0643266866976236,68322.0
bashir,0.0,103.0,0.0,68275.0
chandar,3869.0,8903.0,0.3029282806138428,68220.0
bhise,3388.0,7469.0,0.3120567375886525,68116.0
hamsa,0.0,330.0,0.0,67992.0
karthikeyan,19.0,82.0,0.18811881188118812,67973.0
durai,1481.0,2387.0,0.3828852119958635,67776.0
mochi,11530.0,1196.0,0.906019173345906,67395.0
veerappan,3026.0,10202.0,0.22875718173571213,67309.0
rasu,3340.0,9193.0,0.2664964493736536,67140.0
surve,614.0,7167.0,0.07891016578845907,67118.0
munisamy,3372.0,6963.0,0.3262699564586357,67116.0
khandare,8572.0,5560.0,0.6065666572318144,67110.0
rajamanikkam,937.0,2789.0,0.2514761137949544,67088.0
azad,13.0,384.0,0.0327455919395466,66987.0
satra,3516.0,1411.0,0.7136188349908666,66976.0
gafur,2.0,217.0,0.0091324200913242,66967.0
jayakumar,86.0,662.0,0.11497326203208556,66861.0
sami,11.0,100.0,0.0990990990990991,66790.0
ashraf,0.0,890.0,0.0,66778.0
sahani,2324.0,93772.0,0.024184149184149184,66707.0
muniyappan,1886.0,9669.0,0.16321938554738208,66691.0
sureshkumar,43.0,413.0,0.09429824561403509,66643.0
gawande,281.0,2766.0,0.09222185756481785,66632.0
swarup,1939.0,3584.0,0.35107731305449935,66600.0
maske,2905.0,8322.0,0.25875122472610673,66466.0
thankappan,2479.0,4902.0,0.33586234927516595,66418.0
fakir,40.0,2834.0,0.013917884481558803,66407.0
hamid,22.0,3917.0,0.005585173902005585,66327.0
kolhe,630.0,10136.0,0.05851755526657997,66282.0
kadir,14.0,1994.0,0.0069721115537848604,65966.0
karunakaran,267.0,1659.0,0.13862928348909656,65942.0
palanivel,1181.0,3399.0,0.25786026200873363,65812.0
namdev,828.0,14044.0,0.055675094136632595,65562.0
gulam,1380.0,2345.0,0.3704697986577181,65469.0
vilas,4261.0,7931.0,0.349491469816273,65317.0
kuvar,2455.0,12440.0,0.16482040953340046,65295.0
aher,414.0,7895.0,0.04982549043206162,65284.0
chaube,28.0,3926.0,0.0070814365199797676,65228.0
safi,6164.0,3950.0,0.609452244413684,65161.0
vishal,449.0,1181.0,0.2754601226993865,65160.0
dule,17154.0,337.0,0.9807329483734492,65152.0
jeganathan,364.0,535.0,0.40489432703003336,65024.0
let,22183.0,528.0,0.9767513539694421,64918.0
mehra,9218.0,1285.0,0.8776540036180139,64720.0
marathe,195.0,5950.0,0.03173311635475997,64687.0
shamim,10.0,1945.0,0.005115089514066497,64675.0
tamboli,9.0,5887.0,0.0015264586160108548,64525.0
nagar,366.0,15607.0,0.022913666812746508,64508.0
bali,2256.0,4063.0,0.3570185155879095,64427.0
avasthi,3.0,739.0,0.004043126684636119,64338.0
ramachandiran,557.0,2712.0,0.17038849801162434,64308.0
baskaran,179.0,396.0,0.31130434782608696,63779.0
jeet,3279.0,6725.0,0.32776889244302276,63764.0
shafi,2.0,115.0,0.017094017094017096,63695.0
anilkumar,264.0,2182.0,0.10793131643499591,63575.0
gaffar,7.0,2058.0,0.003389830508474576,63508.0
basheer,2.0,5026.0,0.0003977724741447892,63465.0
ulla,61.0,7147.0,0.008462819089900112,63420.0
sreedharan,769.0,5452.0,0.12361356695065102,63218.0
toppo,8.0,2856.0,0.002793296089385475,63181.0
faruk,9.0,1230.0,0.007263922518159807,63116.0
vaidya,666.0,3855.0,0.14731254147312542,62917.0
naidu,80.0,9801.0,0.008096346523631212,62806.0
paik,1228.0,2416.0,0.33699231613611413,62760.0
bhaskaran,1458.0,5715.0,0.20326223337515684,62753.0
bairagi,4695.0,3746.0,0.5562137187537022,62749.0
ashish,602.0,1030.0,0.36887254901960786,62372.0
nalavade,29.0,1944.0,0.01469842878864673,62265.0
kumarasamy,883.0,6022.0,0.1278783490224475,62117.0
bhai,4078.0,47569.0,0.07895908765271942,62116.0
nadar,96.0,19901.0,0.004800720108016202,61924.0
kadu,122.0,8153.0,0.014743202416918429,61794.0
khot,24.0,10595.0,0.002260099821075431,61778.0
mir,4.0,3675.0,0.0010872519706441968,61606.0
prajapat,278.0,34454.0,0.008004146032477254,61573.0
ahirwar,96800.0,9249.0,0.9127855991098455,61498.0
bee,17.0,3693.0,0.004582210242587601,61495.0
sadhu,85.0,982.0,0.07966260543580131,61445.0
veeran,12513.0,3259.0,0.793367993913264,61384.0
dalei,14871.0,11123.0,0.5720935600523198,61243.0
akram,3.0,491.0,0.006072874493927126,61002.0
gedam,2915.0,9440.0,0.23593686766491298,60979.0
aasre,70.0,139.0,0.3349282296650718,60770.0
ganguli,6.0,370.0,0.015957446808510637,60694.0
joy,112.0,4343.0,0.025140291806958474,60648.0
jafar,0.0,111.0,0.0,60517.0
alauddin,9.0,3347.0,0.0026817640047675805,60476.0
rajvanshi,15222.0,2230.0,0.8722209488883795,60470.0
mia,6.0,15948.0,0.000376081233546446,60467.0
sumer,2313.0,3027.0,0.43314606741573036,60436.0
jacob,65.0,6352.0,0.010129343930185445,60385.0
mustak,18.0,2714.0,0.006588579795021962,60355.0
lenka,136.0,25258.0,0.005355595810033867,60311.0
bose,201.0,3041.0,0.06199876619370759,60280.0
nataraj,401.0,1885.0,0.17541557305336833,60215.0
lakda,0.0,301.0,0.0,60104.0
irshad,1.0,209.0,0.004761904761904762,60079.0
jagdale,96.0,5310.0,0.017758046614872364,60029.0
mardi,65.0,17532.0,0.0036938114451326933,59972.0
dolui,21504.0,3377.0,0.8642739439733129,59929.0
anis,0.0,118.0,0.0,59911.0
javed,1.0,355.0,0.0028089887640449437,59897.0
kant,2848.0,12526.0,0.18524782099648757,59882.0
durga,3536.0,109.0,0.9700960219478738,59766.0
landage,1255.0,2441.0,0.33955627705627706,59749.0
besra,53.0,6870.0,0.007655640618229091,59733.0
ramteke,9307.0,627.0,0.9368834306422388,59706.0
chidambaram,938.0,3658.0,0.2040905134899913,59702.0
misal,2023.0,6772.0,0.23001705514496873,59642.0
veerasamy,4202.0,8258.0,0.33723916532905296,59055.0
rengasamy,2150.0,10294.0,0.17277402764384442,59015.0
rajvar,526.0,80.0,0.8679867986798679,58944.0
pata,233.0,381.0,0.3794788273615635,58766.0
mari,6457.0,4496.0,0.5895188532822058,58319.0
gadekar,822.0,8073.0,0.0924114671163575,58177.0
nandan,1308.0,3927.0,0.2498567335243553,58143.0
asgar,6.0,540.0,0.01098901098901099,57922.0
vali,166.0,432.0,0.27759197324414714,57916.0
bankar,1273.0,5607.0,0.18502906976744185,57843.0
kandan,1153.0,698.0,0.6229065370070233,57819.0
goundar,137.0,35321.0,0.003863726098482712,57773.0
balaraman,1251.0,3736.0,0.25085221576097855,57744.0
ramar,2011.0,6004.0,0.2509045539613225,57687.0
tanti,1793.0,64007.0,0.02724924012158055,57586.0
saran,3834.0,10414.0,0.26909039865244244,57577.0
lad,174.0,5887.0,0.028708133971291867,57576.0
francis,32.0,2984.0,0.010610079575596816,57365.0
tirki,1.0,664.0,0.0015037593984962407,57277.0
aboobacker,0.0,2652.0,0.0,57172.0
purushothaman,111.0,1017.0,0.09840425531914894,57167.0
sain,642.0,9828.0,0.06131805157593123,57126.0
muniyan,10592.0,5417.0,0.661627834343182,56762.0
gorai,342.0,6798.0,0.04789915966386555,56558.0
gond,1346.0,28738.0,0.04474139077250366,56414.0
nanhe,0.0,343.0,0.0,56383.0
bagade,2050.0,2748.0,0.4272613588995415,56358.0
surendran,820.0,4356.0,0.15842349304482226,56349.0
pichai,1512.0,2817.0,0.3492723492723493,56329.0
yameen,1.0,108.0,0.009174311926605505,56300.0
malviya,3725.0,2930.0,0.5597295266716754,56280.0
kumare,65.0,3946.0,0.016205435053602592,56239.0
selvarasu,714.0,1802.0,0.28378378378378377,56160.0
mhaske,1235.0,5482.0,0.18386184308471043,56082.0
navale,149.0,4770.0,0.030290709493799552,56057.0
bablu,2.0,128.0,0.015384615384615385,56056.0
vasave,6.0,22694.0,0.00026431718061674007,55927.0
sajeevan,1710.0,2934.0,0.3682170542635659,55740.0
mahadik,92.0,6799.0,0.013350747351618052,55580.0
orao,39.0,3266.0,0.011800302571860818,55463.0
nagappan,4160.0,4641.0,0.4726735598227474,55424.0
patole,3015.0,5023.0,0.3750933067927345,55402.0
rokade,1170.0,3026.0,0.278836987607245,55354.0
kanagaraj,300.0,548.0,0.35377358490566035,55259.0
nachimuthu,1122.0,6849.0,0.14076025592773805,55141.0
jakir,10.0,2161.0,0.004606172270842929,55124.0
choudhuri,279.0,1043.0,0.21104387291981846,54885.0
bhatt,28.0,8055.0,0.0034640603736236547,54809.0
shaji,309.0,3506.0,0.08099606815203146,54776.0
jayapal,88.0,137.0,0.39111111111111113,54770.0
nagare,146.0,3837.0,0.03665578709515441,54761.0
ratha,10.0,485.0,0.020202020202020204,54731.0
bavane,502.0,4532.0,0.09972189114024632,54559.0
patle,237.0,8545.0,0.02698701890230016,54504.0
kishun,6390.0,9975.0,0.3904674610449129,54440.0
pol,189.0,906.0,0.1726027397260274,54406.0
sebastian,48.0,5685.0,0.00837257980115123,54344.0
trivedi,13.0,1385.0,0.009298998569384835,54341.0
bangar,311.0,2660.0,0.10467855940760687,54269.0
soman,948.0,2964.0,0.24233128834355827,54144.0
moideen,0.0,128.0,0.0,54125.0
mansuri,71.0,19732.0,0.0035853153562591528,54019.0
kavale,247.0,2540.0,0.08862576246860424,53976.0
sasi,1469.0,3755.0,0.2812021439509954,53963.0
raula,13.0,219.0,0.05603448275862069,53772.0
sivalingam,1789.0,3779.0,0.3213002873563218,53718.0
arjunan,1710.0,3318.0,0.34009546539379476,53661.0
dhali,8604.0,4090.0,0.677800535686151,53515.0
sana,1316.0,1913.0,0.4075565190461443,53414.0
nirmal,123.0,487.0,0.20163934426229507,53299.0
gangadhar,17.0,207.0,0.07589285714285714,53257.0
ekka,18.0,9147.0,0.0019639934533551553,53240.0
mumtaj,6.0,914.0,0.006521739130434782,53136.0
dhage,669.0,8453.0,0.07333918000438501,53036.0
venkatraman,268.0,1737.0,0.1336658354114713,53034.0
kshirsagar,1328.0,7526.0,0.14998870566975378,52965.0
nanu,540.0,2519.0,0.17652827721477607,52904.0
jeevan,521.0,669.0,0.43781512605042017,52799.0
ghule,491.0,6661.0,0.06865212527964205,52765.0
purti,26.0,799.0,0.03151515151515152,52728.0
chaupal,14223.0,12978.0,0.5228851880445572,52648.0
panja,1195.0,8462.0,0.12374443408926168,52615.0
bharati,1040.0,947.0,0.5234021137393055,52547.0
panwar,128.0,939.0,0.11996251171508904,52525.0
najir,5.0,919.0,0.005411255411255411,52277.0
vani,5.0,205.0,0.023809523809523808,52209.0
teli,45.0,13317.0,0.003367759317467445,52102.0
ghorpade,670.0,2946.0,0.18528761061946902,51900.0
kunju,1131.0,8923.0,0.11249254028247464,51879.0
shivaji,138.0,1486.0,0.08497536945812807,51876.0
suravase,158.0,828.0,0.16024340770791076,51840.0
babar,612.0,5894.0,0.09406701506301875,51814.0
mukhi,5601.0,866.0,0.8660893768362455,51781.0
rajamani,684.0,2655.0,0.20485175202156333,51765.0
gangadharan,250.0,2410.0,0.09398496240601503,51705.0
doloi,12996.0,1521.0,0.8952262864228147,51626.0
majeed,2.0,4183.0,0.00047789725209080046,51577.0
sivakumar,944.0,2412.0,0.28128724672228844,51521.0
ghadi,0.0,1467.0,0.0,51432.0
bariha,166.0,31510.0,0.005240560676853138,51151.0
rais,7.0,516.0,0.01338432122370937,51116.0
israil,6.0,1812.0,0.0033003300330033004,51062.0
kanubhai,24.0,184.0,0.11538461538461539,51053.0
bishi,843.0,7828.0,0.09722062045900128,50995.0
dash,3430.0,52797.0,0.06100272111263272,50958.0
vellaiyan,6382.0,8974.0,0.4156030216202136,50826.0
shevale,350.0,3780.0,0.0847457627118644,50754.0
khare,273.0,784.0,0.2582781456953642,50496.0
khanda,88.0,535.0,0.14125200642054575,50470.0
vind,353.0,25511.0,0.01364831425920198,50439.0
bora,425.0,37813.0,0.011114598043830744,50423.0
gharat,5.0,7608.0,0.0006567713122290818,50110.0
nisa,11.0,2165.0,0.00505514705882353,50002.0
sarode,1416.0,4640.0,0.23381770145310435,49978.0
sapkal,837.0,6668.0,0.11152564956695536,49973.0
mahananda,12068.0,189.0,0.9845802398629354,49955.0
chandan,7.0,2250.0,0.0031014621178555605,49928.0
sokkalingam,372.0,1456.0,0.20350109409190373,49876.0
parihar,3995.0,6565.0,0.3783143939393939,49677.0
pagare,2380.0,1742.0,0.5773896166909267,49656.0
sanap,4.0,6405.0,0.0006241223279762834,49641.0
eswaran,171.0,400.0,0.29947460595446584,49590.0
ansar,6.0,3479.0,0.001721664275466284,49450.0
sakhare,1517.0,3132.0,0.3263067326306733,49373.0
bharose,3204.0,5024.0,0.38940204180845894,49335.0
selvakumar,163.0,308.0,0.346072186836518,49266.0
ramanathan,210.0,1037.0,0.16840417000801924,49257.0
gaur,784.0,5550.0,0.12377644458478054,49240.0
somasundaram,57.0,574.0,0.09033280507131537,49233.0
chander,2928.0,8389.0,0.2587258107272245,49198.0
ghoshal,91.0,3293.0,0.026891252955082743,49197.0
ammal,62.0,395.0,0.13566739606126915,49191.0
kaushik,19.0,954.0,0.019527235354573486,49173.0
sha,490.0,27725.0,0.017366648945596315,49130.0
samuel,189.0,3963.0,0.04552023121387283,49129.0
midya,3353.0,5098.0,0.39675778014436164,48876.0
seth,14493.0,4444.0,0.7653271373501611,48332.0
kolekar,31.0,7029.0,0.004390934844192634,48109.0
rajjak,69.0,2094.0,0.0319001386962552,48080.0
velmurugan,129.0,306.0,0.296551724137931,47990.0
kalindi,1206.0,22.0,0.9820846905537459,47925.0
mete,9291.0,2104.0,0.8153576129881527,47924.0
radha,214.0,954.0,0.1832191780821918,47921.0
nasir,7.0,873.0,0.007954545454545454,47911.0
sellaiya,408.0,831.0,0.32929782082324455,47847.0
navi,17.0,1989.0,0.00847457627118644,47836.0
talukdar,1138.0,9535.0,0.10662419188606764,47820.0
harpal,101.0,4.0,0.9619047619047619,47635.0
gavai,3217.0,501.0,0.8652501344809037,47621.0
dhar,2204.0,8602.0,0.20396076253933001,47575.0
dhole,693.0,5904.0,0.10504774897680765,47541.0
shirsath,1687.0,2593.0,0.3941588785046729,47525.0
jayaraj,130.0,219.0,0.37249283667621774,47524.0
ghuge,417.0,7375.0,0.05351642710472279,47488.0
dharmalingam,623.0,2032.0,0.23465160075329566,47466.0
udin,15.0,1478.0,0.010046885465505693,47462.0
kapse,109.0,932.0,0.10470701248799232,47429.0
kathirvel,2152.0,2919.0,0.4243738907513311,47378.0
pyare,1786.0,3066.0,0.36809563066776585,47295.0
salavi,92.0,11.0,0.8932038834951457,47072.0
unnikrishnan,540.0,2286.0,0.1910828025477707,47018.0
yevale,111.0,1910.0,0.05492330529440871,47005.0
shamshad,0.0,275.0,0.0,46932.0
pahan,68.0,4987.0,0.013452027695351138,46842.0
devar,104.0,17876.0,0.005784204671857619,46793.0
kore,513.0,5775.0,0.08158396946564886,46615.0
annadurai,551.0,1002.0,0.3547971667739858,46566.0
madhavi,122.0,1145.0,0.0962904498816101,46518.0
sagir,9.0,660.0,0.013452914798206279,46456.0
mulani,25.0,7378.0,0.0033770093205457248,46411.0
dhibar,6325.0,356.0,0.9467145636880706,46347.0
paramar,1371.0,4750.0,0.22398300931220388,46251.0
pandhare,213.0,5725.0,0.03587066352307174,46128.0
shete,224.0,4404.0,0.04840103716508211,46052.0
gain,6196.0,5342.0,0.5370081469925464,45966.0
dange,974.0,4775.0,0.16942076882936163,45964.0
pani,632.0,8435.0,0.06970331973089225,45843.0
karande,537.0,5193.0,0.093717277486911,45822.0
jahir,5.0,516.0,0.009596928982725527,45817.0
balamurugan,74.0,207.0,0.26334519572953735,45772.0
kori,19718.0,4764.0,0.8054080548974757,45657.0
shirke,188.0,4940.0,0.036661466458658344,45611.0
parmar,30723.0,179798.0,0.14593793493285706,45533.0
murugaiyan,2407.0,4064.0,0.37196723844846236,45499.0
guru,2152.0,8312.0,0.20565749235474007,45420.0
gund,5.0,2241.0,0.002226179875333927,45322.0
solanke,113.0,8136.0,0.0136986301369863,45255.0
chaturvedi,5.0,2241.0,0.002226179875333927,45241.0
imam,1.0,869.0,0.0011494252873563218,45173.0
fathima,0.0,1128.0,0.0,45080.0
hati,1612.0,9827.0,0.14092140921409213,45034.0
rangan,8111.0,3180.0,0.7183597555575237,45020.0
chinnaiyan,3806.0,5792.0,0.396540946030423,44997.0
tahir,16.0,1941.0,0.008175779253960144,44994.0
sher,60.0,1786.0,0.032502708559046585,44900.0
sengupta,3.0,213.0,0.013888888888888888,44857.0
kokate,303.0,6185.0,0.046701602959309495,44796.0
rabidas,15943.0,2338.0,0.8721076527542257,44616.0
varathan,663.0,870.0,0.4324853228962818,44585.0
mate,586.0,5393.0,0.09800970061883259,44574.0
lodhi,259.0,93800.0,0.0027535908312867454,44530.0
bhat,175.0,879.0,0.16603415559772297,44508.0
balasubramaniyan,316.0,1939.0,0.1401330376940133,44440.0
